Demand in Ws
549986
564334
578681
624115
748459
1078451
1377357
1286489
1221926
1166927
1111929
1071277
1049756
1047365
1066495
1097581
1152580
1198013
1209970
1207578
1157362
1025844
734112
585855
590033
605426
620818
669560
856831
1105671
1410950
1308335
1277551
1239070
1198024
1144152
1126194
1123629
1144152
1177502
1236505
1254462
1262159
1241636
1192894
1059495
813220
695213
685740
696249
717268
756678
877536
1132390
1445045
1339951
1308423
1269012
1226975
1171800
1153409
1150781
1171800
1200701
1266385
1284776
1292658
1326814
1271640
1127135
806598
643702
582700
597901
691640
661238
792979
1091929
1393413
1292074
1261673
1223670
1178068
1134999
1112197
1109664
1129932
1162867
1221137
1238871
1246472
1226204
1178068
1046327
803113
686573
646092
655994
675798
646092
826800
1116428
1425859
1331792
1232774
1208019
1151084
1109001
1086722
1084247
1104050
1136231
1193166
1240200
1217921
1250102
1151084
1022360
784717
670847
756297
767888
791069
834535
967829
1248905
1744410
1556060
1472027
1402482
1353221
1292370
1272086
1263393
1301063
1324244
1396687
1416971
1425664
1402482
1347426
1196746
889591
709934
411166
421892
432618
466584
559544
806244
1029704
961772
913504
872388
831271
800881
757976
754401
775853
809819
856299
911717
934956
942107
899203
783004
534516
389714
310343
375595
385144
415382
498141
717768
916706
856229
813258
776654
740049
684346
674797
671614
690712
720951
762330
811667
832356
803709
770288
682755
475859
389918
263722
319172
292123
335401
443595
654572
838502
781700
712727
657277
609942
581542
573427
570722
586951
612647
647810
689735
707317
712727
680268
592361
404374
294828
258834
274762
286708
329184
435372
642439
822959
767210
699515
645094
598636
570762
562798
560143
576071
601291
635802
676950
694206
699515
667659
581381
396879
289363
340045
348916
357787
385877
462757
666784
851591
795410
755492
718530
666784
635737
626866
623909
641650
669741
708181
754013
773233
779147
743664
647564
442059
322304
198739
210969
220142
252755
334289
493281
631888
589083
537105
495319
459648
438245
422957
430092
406651
461686
488185
519779
533028
537105
512645
446399
304733
222180
224939
238782
249163
286077
378359
558311
715191
666743
607913
560618
520244
496020
478717
463721
460260
478717
552543
588303
603299
607913
580228
505248
344907
251471
273164
330598
302581
347408
459475
678006
868520
809685
738242
680808
631778
602361
593956
563137
558935
581348
671002
714428
708824
707423
678006
600960
430057
343205
480621
493159
505696
545400
654062
942434
1203641
1124234
1067814
1019751
971689
936165
917358
915269
931986
959152
1007214
1046917
1057365
1055276
1011393
896462
641524
511965
464309
476421
488533
526889
631863
910449
1162790
1086078
1031573
985142
938711
904392
886224
884205
900355
926598
973029
1029554
1055797
1063872
1015423
884205
603601
440084
303637
367478
336336
406406
487376
753642
965409
900010
820598
756756
702257
669558
660215
657101
675786
705371
745856
794127
814369
820598
783227
682015
465576
339450
311074
330217
344574
395622
523242
772101
989055
922054
840697
775291
719458
685957
676386
673195
692338
722648
764125
799220
807196
805601
772101
684362
489742
390836
450653
462410
474166
511394
613281
883673
1128593
1054137
1001234
956169
911104
877795
860160
858201
873876
899348
944413
981641
991438
989478
948332
840567
601524
480044
468098
480309
492520
531189
637020
917879
1172280
1094942
1039991
993181
946372
911773
893456
891421
907703
934160
980970
1019639
1029815
1027780
985041
873104
624809
498626
424059
435122
446184
481215
577090
831525
1061992
991930
942149
899744
857338
792807
809400
807557
800182
846275
888681
923712
932931
931087
892369
790963
566027
451715
464136
476244
488352
526694
631629
910111
1162359
1085675
1031190
984776
938362
904057
885895
883877
900021
926254
972668
1011010
1021100
1019082
976704
865715
619521
494406
587751
603084
618416
666970
799852
1152503
1471933
1374826
1305829
1247054
1188279
1144837
1121838
1114171
1147392
1167836
1231722
1249610
1257276
1236832
1188279
1055396
810074
692524
835325
832342
853225
874108
924825
1124706
1795950
1602035
1515519
1440936
1393203
1330554
1309671
1300721
1339504
1369337
1437953
1458836
1467786
1443920
1387237
1232105
945708
808476
709983
720864
742626
783429
908560
1172424
1496132
1387323
1354680
1313876
1270352
1218668
1194186
1191465
1213227
1248590
1311156
1330198
1338358
1316596
1264912
1123459
862316
737185
658618
668712
688899
726751
842829
1087603
1387892
1286954
1256673
1218822
1178446
1130501
1107790
1105267
1125454
1158259
1216298
1264243
1276861
1274337
1221345
1082556
774696
618243
539800
553881
567963
612555
734597
1058477
1351846
1262662
1199294
1145314
1091334
1051436
1030313
1027966
1046742
1077252
1131232
1175824
1187559
1185212
1091334
1006844
743985
636025
618811
628294
647262
682826
791888
1021868
1304007
1209170
1180719
1145155
1102479
1062173
1040835
1038464
1057431
1088253
1142785
1187832
1199687
1197316
1147526
1017126
727873
580876
306277
314267
322257
347558
416803
600569
767024
769688
701774
647177
600569
572605
564615
561952
577932
603233
637855
679136
696448
701774
669815
583258
398160
290297
223232
236969
247272
283905
