Electrical demand in Ws
114463
115583
118271
123087
129919
138543
148511
159375
170687
181663
191743
200367
206863
210783
211567
208767
202383
193423
183567
174271
166767
160607
155007
149183
142463
134959
126895
118383
109759
101023
92399
83887
75802
68177
61561
55954
51805
48890
46984
45750
44965
44405
44180
43844
43508
43283
42947
42947
43059
43508
44068
44853
45862
48329
53487
62570
76250
92846
109890
125028
136353
144091
148800
151155
151828
151155
149249
146558
143194
139717
136241
133438
131532
130298
129738
129738
130186
131195
133102
136241
140615
145324
149137
151155
150482
147679
143530
139045
134784
130971
127495
124131
120991
118300
116057
114824
114600
115721
118412
123234
130074
138708
148688
159565
170890
181879
191971
200606
207109
211034
211819
209016
202624
193653
183786
174479
166966
160798
155192
149361
142633
135120
127046
118524
109890
101144
92510
83987
75884
68251
61628
56015
51862
48943
47035
45800
45014
44453
44228
43892
43555
43330
42994
42994
43106
43555
44116
44902
45912
48382
53545
62638
76333
92947
110010
125164
136502
144247
148962
151319
151993
151319
149411
146717
143349
139869
136389
133583
131675
130440
129879
129879
130328
131338
133246
136389
140767
145482
149299
151319
150646
147839
143686
139196
134930
131113
127633
124266
121123
118429
116184
114949
114724
115847
118541
123368
130215
138859
148850
159738
171076
182077
192180
200824
207334
211263
212049
209243
202844
193864
183985
174668
167147
160973
155360
149523
142788
135267
127184
118653
110010
101254
92610
84079
79554
76633
74048
71127
66857
61801
56744
52362
49328
47530
46519
45845
45283
44834
44384
43935
43598
43260
43036
43036
43260
43935
45283
47643
51238
56070
62138
69217
77419
86633
96746
107533
118882
130118
140344
148659
154614
158547
161019
162704
164053
165401
166749
168323
170233
172480
175289
178660
182481
186301
189222
190796
190346
188323
185177
181469
177649
174053
170570
167424
164614
162255
160345
158996
158322
159221
162817
170233
181919
196189
210572
222595
230573
234955
237202
238438
239562
239337
236416
229112
216752
201133
184728
170233
159446
152030
147198
144052
141692
139445
136636
132815
127422
120680
113264
105735
98406
91208
84348
77712
71302
65454
60281
56119
53195
51171
49709
48697
47685
46672
45773
44985
44198
43636
43299
43074
43074
43186
43523
43973
44648
45435
46447
47685
49484
52408
57469
65566
77150
91433
107065
122585
137093
150364
162398
173194
182866
191751
200185
208733
217392
225602
232350
236848
238198
236399
231563
223690
213231
200973
188152
176006
165322
156212
148564
142267
137206
132820
129108
125397
121798
119099
118312
120786
126971
135969
146203
156324
165097
172632
179604
186240
192875
198386
201422
200298
194450
185228
174993
165659
159024
154300
150364
145978
140355
133382
125509
116962
108190
99418
90758
82323
76085
68431
61791
56163
51999
49072
47159
45921
45133
44570
44345
44008
43670
43445
43107
43107
43220
43670
44233
45020
46033
48510
53687
62804
76535
93192
110300
125495
136862
144628
149355
151719
152394
151719
149806
147104
143728
140239
136750
133936
132023
130785
130222
130222
130672
131685
133598
136750
141139
145866
149693
151719
151044
148230
144066
139564
135287
131460
127971
124594
121443
118742
116491
115252
115027
116153
118854
123694
130559
139226
149243
160160
171528
182558
192688
201354
207882
211821
212609
209795
203380
194376
184471
175130
167589
161398
155771
149918
143165
135624
127521
118967
110300
101521
92855
84301
76136
68478
61833
56201
52034
49106
47191
45952
45164
44601
44375
44037
43700
43474
43136
43136
43249
43700
44263
45051
46065
48543
53723
62846
76587
93256
110375
125580
136955
144727
149457
151822
152498
151822
149907
147204
143826
140334
136843
134027
132112
130873
130310
130310
130761
131774
133689
136843
141235
145965
149795
151822
151146
148331
144163
139658
135378
131549
128058
124679
121525
118822
116570
115331
115105
116232
118935
123778
130648
139320
149344
160269
171645
182682
192819
201491
208023
211965
212754
209938
203518
194508
184597
175249
167703
161508
155877
150020
143262
135716
127607
119047
110375
101590
92918
84358
76181
68517
61869
56234
52064
49134
47218
45979
45190
44627
44401
44063
43725
43500
43162
43162
43274
43725
44288
45077
46092
48571
53755
62883
76631
93310
110439
125653
137035
144811
149544
151910
152587
151910
149995
147290
143909
140416
136922
134105
132189
130950
130386
130386
130837
131851
133767
136922
141317
146050
149882
151910
151234
148417
144247
139740
135457
131626
128132
124751
121596
118891
116637
115398
115172
116299
119004
123850
130724
139402
149431
160362
171744
182788
192931
201608
208144
212089
212877
210060
203637
194621
184704
175351
167800
161602
155967
150107
143346
135795
127681
119117
110439
101649
92972
84407
76218
68551
61899
56261
52090
49158
47241
46001
45212
44648
44423
44084
43746
43521
43182
43182
43295
43746
44310
45099
46114
48594
53781
62913
76669
93355
110493
125714
137102
144881
149617
151984
152661
151984
150068
147362
143979
140484
136989
134170
132253
131013
130449
130449
130900
131915
133832
136989
141386
146121
149955
151984
151308
148489
144317
139808
135523
131690
128194
124812
121655
118949
116694
115454
115228
116356
119062
123910
130788
139469
149504
160440
171828
182877
193025
201706
208246
212192
212981
210162
203736
194716
184794
175436
167882
161681
156043
150180
143415
135861
127743
119175
110493
101699
93017
84448
76248
68578
61923
56283
52110
49177
47260
46019
45230
44666
44440
44102
43763
43538
43199
43199
43312
43763
44327
45117
46132
48613
53802
62938
76699
93392
110536
125763
137155
144938
149675
152044
152721
152044
150126
147419
144036
140539
137042
134223
132305
131065
130501
130501
130952
131967
133884
137042
141441
146179
150014
152044
151367
148547
144374
139862
135576
131741
128245
124861
121703
118996
116740
115499
115274
116402
119109
123959
130839
139524
149562
160503
171895
182949
193100
201785
208327
212275
213064
210245
203815
194792
184866
175505
167948
161744
156104
150239
143472
135915
127794
119221
110536
101739
93054
84481
79881
76947
74352
71419
67131
62054
56977
52577
49531
47725
46710
46033
45469
45018
44566
44115
43776
43438
43212
43212
43438
44115
45469
47838
51449
56300
62393
69501
77737
86989
97143
107974
119370
130652
140920
149269
155248
159197
161680
163372
164726
166080
167434
169013
170931
173188
176008
179393
183229
187065
189999
191578
191127
189096
185937
182214
178378
174767
171270
168111
165290
162921
161003
159649
158972
159874
163485
170931
182665
196994
211436
223508
231519
235919
238176
239417
240545
240319
237386
230052
217641
201958
185486
170931
160100
152653
147802
144643
142273
140017
137196
133360
127945
121175
113729
106169
98743
91521
84637
77979
71547
65678
60487
56312
53378
51346
49879
48864
47848
46832
45930
45140
44350
43786
43447
43221
43221
43334
43673
44124
44801
45591
46607
47848
49654
52588
57666
65791
77415
91747
107433
123006
137563
150880
162955
173788
183493
192408
200872
209448
218138
226376
233147
237661
239015
237209
232357
224457
213962
201662
188797
176609
165889
156748
149074
142754
137676
133275
129551
125827
122216
119507
118718
121200
127407
136435
146704
156861
165663
173224
180220
186879
193537
199066
202113
200985
195117
185863
175594
166227
159569
154829
150880
146478
140836
133839
125940
117363
108561
99759
91069
82606
76295
68621
61962
56319
52143
49208
47289
46048
45258
44694
44468
44129
43791
43565
43226
43226
43339
43791
44355
45145
46161
48644
53836
62977
76747
93450
110605
125842
137241
145029
149769
152139
152816
152139
150220
147512
144126
140627
137128
134307
132388
131146
130582
130582
131034
132049
133968
137128
141530
146270
150107
152139
151462
148640
144464
139950
135661
131824
128325
124939
121779
119070
116813
115571
115346
116474
119183
124036
130921
139611
149656
160604
172003
183063
193221
201911
208457
212408
213198
210376
203943
194914
184982
175614
168053
161845
156202
150333
143561
136000
127873
119296
110605
101802
93112
84534
76298
68623
61964
56320
52144
49210
47291
46049
45259
44695
44469
44131
43792
43566
43228
43228
43341
43792
44356
45146
46162
48645
53837
62979
76749
93453
110609
125846
137245
145033
149773
152144
152821
152144
150225
147516
144130
140631
137132
134311
132392
131150
130586
130586
131038
132053
133972
137132
141534
146274
150112
152144
151466
148645
144469
139954
135665
131828
128329
124943
121783
119074
116816
115575
115349
116478
119187
124040
130925
139615
149660
160608
172008
183069
193227
201917
208464
212414
213204
210382
203949
194920
184988
175620
168058
161850
156207
150338
143566
136004
127877
119299
110609
101805
93115
84537
76293
68619
61960
56317
52141
49207
47288
46047
45257
44692
44467
44128
43790
43564
43225
43225
43338
43790
44354
45144
46160
48643
53834
62976
76745
93448
110603
125839
137237
145025
149765
152135
152812
152135
150216
147508
144122
140623
137125
134303
132384
131143
130579
130579
131030
132046
133964
137125
141526
146266
150103
152135
151458
148636
144460
139946
135657
131820
128322
124936
121776
119067
116810
115568
115343
116471
119180
124033
130917
139607
149652
160599
171998
183058
193216
201906
208452
212402
213192
210371
203938
194909
184977
175610
168048
161841
156198
150329
143558
135996
127870
119293
110603
101799
93109
84532
76282
68609
61951
56309
52134
49200
47282
46040
45250
44686
44460
44122
43783
43558
43219
43219
43332
43783
44348
45137
46153
48636
53826
62967
76734
93435
110587
125821
137218
145004
149744
152113
152790
152113
150195
147487
144101
140603
137105
134284
132366
131124
130560
130560
131012
132027
133945
137105
141506
146245
150082
152113
151436
148615
144440
139926
135638
131801
128303
124918
121758
119050
116793
115552
115326
116455
119163
124015
130899
139588
149631
160577
171974
183032
193188
201877
208422
212372
213162
210341
203909
194881
184951
175585
168024
161818
156176
150308
143537
135977
127852
119276
110587
101785
93096
84520
76265
68593
61937
56296
52122
49189
47271
46030
45240
44676
44450
44112
43773
43548
43209
43209
43322
43773
44338
45127
46143
48625
53814
62953
76716
93413
110562
125792
137187
144971
149710
152079
152756
152079
150161
147453
144069
140571
137074
134254
132336
131095
130531
130531
130982
131997
133915
137074
141474
146212
150048
152079
151402
148581
144407
139894
135607
131772
128274
124890
121731
119023
116767
115526
115300
116428
119136
123987
130869
139556
149597
160540
171935
182991
193145
201832
208375
212324
213113
210293
203862
194837
184909
175545
167986
161781
156140
150274
143505
135946
127823
119249
110562
101762
93075
84501
79851
76918
74324
71392
67106
62031
56956
52557
49512
47707
46692
46016
45452
45001
44549
44098
43760
43422
43196
43196
43422
44098
45452
47820
51429
56279
62369
69475
77708
86956
97106
107934
119325
130603
140866
149212
155190
159137
161618
163310
164664
166017
167370
168949
170867
173122
175942
179325
183160
186995
189927
191506
191055
189025
185867
182145
178310
174701
171205
168047
165228
162859
160942
159588
158912
159814
163423
170867
182596
196920
211356
223424
231431
235830
238086
239326
240454
240228
237296
229965
217559
201882
185416
170867
160039
152596
147746
144588
142220
139964
137144
133310
127896
121129
113686
106129
98647
91432
84554
77903
71477
65614
60428
56257
53326
51296
49831
48816
47801
46787
45885
45096
44307
43743
43405
43179
43179
43292
43630
44081
44757
45547
46561
47801
49605
52536
57610
65727
77339
91657
107328
122886
137429
150732
162795
173618
183314
192220
200676
209244
217925
226155
232919
237429
238782
236978
232130
224238
213754
201465
188613
176437
165727
156595
148929
142615
137542
133145
129425
125704
122097
119391
118602
121082
127283
136302
146561
156708
165501
173055
180045
186696
193348
198872
201916
200789
194926
185682
175422
166065
159413
154678
150732
146336
140699
133709
125817
117249
108455
99662
90981
82525
76176
68513
61865
56230
52061
49131
47216
45976
45187
44624
44398
44060
43722
43497
43159
43159
43272
43722
44286
45074
46089
48568
53751
62879
76627
93304
110432
125645
137026
144802
149535
151901
152577
151901
149985
147281
143900
140407
136914
134097
132181
130941
130378
130378
130829
131843
133759
136914
141309
146041
149873
151901
151225
148408
144238
139731
135449
131617
128124
124744
121588
118884
116630
115391
115165
116292
118997
123842
130716
139393
149422
160352
171734
182777
192919
201596
208131
212075
212864
210047
203624
194609
184693
175340
167790
161592
155958
150098
143337
135787
127673
119109
110432
101643
92966
84402
76134
68476
61831
56200
52032
49104
47190
45951
45162
44599
44374
44036
43698
43473
43135
43135
43248
43698
44261
45050
46063
48541
53722
62844
76585
93253
110372
125576
136951
144722
149452
151818
152493
151818
149903
147200
143821
140330
136839
134023
132108
130869
130306
130306
130757
131770
133685
136839
141231
145961
149790
151818
151142
148326
144159
139654
135374
131545
128054
124675
121522
118819
116566
115327
115102
116228
118931
123774
130644
139316
149340
160264
171639
182677
192813
201485
208017
211959
212747
209932
203512
194502
184591
175243
167698
161503
155872
150016
143258
135712
127603
119044
110372
101587
92915
84356
76086
68433
61792
56164
52000
49073
47160
45922
45134
44571
44346
44008
43671
43446
43108
43108
43221
43671
44234
45021
46034
48511
53688
62805
76536
93194
110303
125497
136865
144631
149359
151722
152398
151722
149809
147108
143731
140242
136753
133939
132025
130787
130225
130225
130675
131688
133601
136753
141142
145870
149696
151722
151047
148233
144069
139567
135290
131463
127974
124597
121445
118744
116493
115255
115030
116155
118857
123696
130562
139229
149246
160164
171532
182562
192692
201359
207887
211826
212614
209800
203384
194380
184475
175134
167592
161402
155774
149921
143168
135627
127523
118969
110303
101523
92857
84303
76033
68384
61748
56125
51963
49039
47127
45890
45102
44540
44315
43978
43640
43415
43078
43078
43190
43640
44202
44990
46002
48477
53650
62761
76483
93129
110225
125409
136769
144530
149254
151616
152290
151616
149704
147004
143630
140143
136656
133845
131933
130695
130133
130133
130583
131595
133507
136656
141043
145767
149591
151616
150941
148129
143967
139468
135194
131370
127883
124509
121360
118661
116411
115174
114949
116074
118773
123609
130470
139131
149141
160051
171411
182434
192556
201217
207740
211677
212464
209652
203241
194243
184346
175010
167474
161288
155665
149816
143068
135532
127434
118886
110225
101452
92791
84243
75974
68331
61700
56081
51923
49001
47090
45854
45067
44505
44280
43943
43606
43381
43044
43044
43157
43606
44168
44955
45966
48439
53609
62712
76423
93056
110139
125311
136662
144417
149137
151498
152172
151498
149587
146890
143518
140034
136550
133740
131830
130594
130032
130032
130481
131493
133403
136550
140933
145653
149475
151498
150823
148014
143855
139360
135089
131268
127784
124412
121265
118568
116320
115084
114859
115983
118681
123513
130369
139023
149025
159927
171278
182292
192406
201060
207579
211512
212299
209489
203083
194092
184202
174874
167344
161163
155543
149699
142956
135426
127334
118793
110139
101373
92719
84178
79502
76582
74000
71080
66813
61760
56707
52328
49296
47499
46488
45815
45253
44804
44355
43906
43569
43232
43007
43007
43232
43906
45253
47611
51205
56033
62097
69171
77369
86576
96683
107463
118804
130033
140251
148561
154512
158443
160913
162597
163945
165292
166640
168212
170121
172367
175174
178543
182361
186179
189098
190670
190221
188200
185056
181350
177532
173939
170458
167314
164506
162148
160239
158892
158218
159116
162710
170121
181799
196060
210433
222449
230421
234801
237046
238282
239404
239180
236260
228961
216609
201001
184606
170121
159341
151930
147101
143957
141599
139353
136546
132728
127338
120601
113189
105666
98164
90984
84140
77521
71127
65293
60132
55981
53064
51045
49587
48577
47567
46558
45660
44875
44090
43529
43192
42968
42968
43080
43416
43865
44538
45324
46333
47567
49362
52279
57328
65405
76960
91208
106802
122284
136756
149994
161998
172768
182416
191279
199693
208219
216858
225047
231778
236266
237612
235817
230993
223140
212707
200478
187689
175573
164915
155828
148199
141917
136868
132493
128791
125089
121499
118806
118021
120489
126659
135634
145843
155940
164691
172207
179163
185782
192401
197898
200927
199805
193971
184772
174563
165252
158632
153921
149994
145619
140009
133054
125201
116675
107924
99173
90535
82121
75763
68142
61529
55925
51779
48865
46959
45727
44942
44382
44158
43821
43485
43261
42925
42925
43037
43485
44046
44830
45839
48304
53460
62538
76211
92798
109834
124964
136283
144017
148724
151077
151750
151077
149172
146482
143120
139646
136171
133369
131464
130231
129671
129671
130119
131128
133033
136171
140542
145249
149060
151077
150405
147603
143456
138973
134714
130904
127429
124067
120929
118239
115998
114765
114541
115662
118351
123171
130007
138637
148612
159483
170802
181786
191873
200502
207003
210925
211710
208908
202520
193554
183691
174389
166880
160716
155112
149284
142560
135051
126981
118463
109834
101092
92462
83944
75682
68069
61464
55866
51723
48813
46909
45678
44894
44334
44110
43775
43439
43215
42879
42879
42991
43439
43998
44782
45790
48253
53403
62471
76130
92699
109716
124830
136138
143863
148565
150916
151588
150916
149013
146326
142967
139496
136026
133227
131324
130092
129532
129532
129980
130988
132891
136026
140392
145094
148901
150916
150244
147445
143303
138825
134570
130764
127293
123935
120800
118113
115874
114642
114418
115538
118225
123039
129868
138489
148453
159312
170620
181592
191668
200288
206782
210700
211484
208685
202303
193347
183495
174203
166702
160544
154946
149125
142407
134906
126845
118337
109716
100984
92363
83855
75596
67991
61394
55802
51665
48757
46856
45626
44843
44284
44060
43725
43389
43166
42830
42830
42942
43389
43948
44731
45738
48198
53342
62400
76043
92594
109591
124688
135983
143699
148396
150744
151415
150744
148843
146159
142804
139338
135871
133075
131174
129944
129385
129385
129832
130839
132740
135871
140232
144929
148731
150744
150073
147277
143140
138667
134417
130615
127148
123794
120662
117978
115742
114512
114288
115406
118090
122899
129720
138331
148284
159131
170426
181385
191449
200060
206546
210460
211243
208447
202073
193127
183286
174004
166512
160361
154770
148955
142245
134753
126701
118202
109591
100869
92258
83759
75504
67909
61319
55735
51602
48698
46799
45571
44789
44230
44007
43672
43337
43114
42778
42778
42890
43337
43895
44677
45682
48140
53278
62325
75951
92482
109459
124538
135819
143526
148217
150562
151232
150562
148663
145983
142632
139170
135707
132915
131016
129787
129229
129229
129676
130681
132580
135707
140063
144754
148552
150562
149892
147100
142967
138499
134255
130457
126995
123644
120517
117836
115602
114374
114150
115267
117948
122751
129564
138164
148105
158939
170220
181166
191218
199819
206297
210206
210988
208196
201829
192894
183065
173794
166311
160168
154583
148775
142074
134590
126548
118060
109459
100747
92147
83658
75408
67823
61241
55664
51536
48636
46740
45513
44732
44174
43951
43616
43282
43059
42724
42724
42835
43282
43839
44620
45624
48078
53210
62245
75854
92364
109320
124379
135646
143343
148028
150370
151040
150370
148474
145797
142450
138992
135534
132745
130849
129622
129064
129064
129510
130514
132411
135534
139885
144570
148362
150370
149701
146912
142785
138323
134084
130291
126833
123487
120363
117686
115455
114228
114005
115120
117798
122594
129399
137988
147916
158737
170003
180935
190975
199564
206034
209938
210719
207931
201572
192648
182832
173573
166099
159964
154386
148586
141892
134419
126387
117909
109320
100619
92029
83551
78872
75976
73413
70517
66284
61271
56258
51913
48905
47123
46120
45452
44895
44449
44003
43558
43224
42889
42667
42667
42889
43558
44895
47234
50799
55589
61605
68623
76755
85890
95916
106611
117862
129003
139140
147384
153288
157187
159638
161309
162646
163983
165319
166879
168773
171001
173786
177128
180915
184703
187600
189159
188714
186708
183589
179913
176125
172560
169107
165988
163203
160863
158969
157633
156964
157855
161420
168773
180358
194506
208766
220686
228595
232940
235168
236393
237507
237284
234388
227147
214893
199408
183143
168773
158078
150726
145936
142816
140477
138249
135464
131676
126329
119645
112292
104828
97339
90219
83433
76870
70529
64744
59627
55511
52619
50616
49170
48169
47168
46166
45277
44498
43719
43163
42829
42607
42607
42718
43052
43497
44164
44943
45944
47168
48948
51840
56846
64856
76314
90442
105905
121257
135607
148734
160637
171317
180884
189672
198015
206470
215036
223156
229831
234281
235616
233836
229052
221265
210920
198794
186112
174098
163529
154519
146954
140724
135718
131380
127709
124038
120478
117808
117029
119477
125595
134495
144618
154630
163307
170760
177657
184221
190784
196235
199239
198126
192342
183220
173096
163863
157300
152627
148734
144395
138833
131936
124149
115694
107017
98340
89774
81431
75091
67537
60983
55429
51319
48431
46543
45321
44543
43988
43766
43433
43099
42877
42544
42544
42655
43099
43655
44432
45432
47876
52986
61983
75535
91975
108859
123855
135074
142739
147404
149737
150404
149737
147849
145183
141850
138407
134963
132186
130298
129076
128521
128521
128965
129965
131853
134963
139295
143961
147738
149737
149071
146294
142184
137740
133519
129743
126299
122967
119856
117190
114969
113747
113525
114636
117301
122078
128854
137407
147293
158068
169287
180173
190171
198724
205166
209054
209832
207055
200723
191837
182062
172842
165400
159290
153736
147960
141295
133853
125855
117413
108859
100195
91642
83200
74976
67434
60890
55344
51241
48357
46472
45251
44475
43921
43699
43366
43033
42811
42479
42479
42590
43033
43588
44364
45362
47802
52904
61888
75419
91834
108692
123665
134867
142520
147178
149507
150173
149507
147622
144960
141633
138195
134756
131984
130098
128878
128323
128323
128767
129765
131651
134756
139082
143740
147511
149507
148842
146069
141965
137529
133314
129544
126105
122778
119672
117011
114792
113572
113351
114460
117122
121891
128656
137196
147067
157826
169028
179897
189879
198419
204852
208734
209510
206737
200415
191542
181782
172577
165146
159046
153500
147733
141078
133647
125662
117232
108692
100041
91501
83072
74856
67326
60793
55256
51159
48280
46397
45179
44404
43850
43629
43297
42965
42743
42411
42411
42522
42965
43518
44293
45290
47726
52820
61789
75299
91687
108519
123468
134652
142293
146943
149269
149933
149269
147386
144729
141407
137974
134541
131773
129890
128672
128119
128119
128562
129558
131441
134541
138860
143511
147276
149269
148604
145836
141739
137310
133102
129337
125904
122582
119481
116824
114609
113391
113170
114277
116935
121696
128451
136977
146833
157574
168758
179610
189576
198102
204525
208400
209176
206407
200095
191237
181492
172301
164882
158792
153255
147497
140853
133434
125461
117045
108519
99882
91355
82939
74732
67214
60692
55164
51074
48200
46320
45104
44331
43778
43557
43225
42893
42672
42341
42341
42451
42893
43446
44220
45215
47647
52732
61687
75174
91535
108339
123263
134429
142057
146700
149021
149685
149021
147142
144489
141172
137745
134318
131554
129675
128459
127906
127906
128348
129343
131223
134318
138630
143273
147031
149021
148358
145594
141504
137082
132881
129122
125695
122379
119283
116630
114419
113203
112982
114087
116741
121494
128238
136750
146589
157312
168478
179312
189261
197774
204186
208055
208829
206065
199764
190920
181191
172016
164609
158529
153001
147252
140619
133213
125253
116851
108339
99716
91204
82802
74603
67099
60588
55070
50986
48117
46241
45027
44254
43703
43482
43151
42820
42599
42268
42268
42378
42820
43371
44144
45137
47565
52642
61581
75045
91378
108153
123051
134198
141812
146448
148765
149427
148765
146889
144240
140930
137508
134087
131328
129452
128238
127686
127686
128128
129121
130997
134087
138391
143026
146779
148765
148103
145344
141261
136846
132653
128900
125479
122168
119078
116430
114223
113009
112788
113891
116540
121286
128018
136515
146337
157042
168189
179004
188936
197434
203835
207697
208470
205711
199420
190592
180880
171720
164326
158256
152738
146999
140378
132984
125038
116650
108153
99545
91047
82660
77996
75132
72598
69734
65547
60590
55633
51336
48362
46599
45608
44947
44396
43955
43515
43074
42744
42413
42193
42193
42413
43074
44396
46709
50235
54972
60921
67861
75903
84936
94851
105427
116553
127570
137594
145747
151585
155441
157865
159517
160839
162161
163483
165025
166898
169101
171855
175160
178906
182651
185516
187058
186617
184634
181550
177914
174169
170644
167228
164144
161390
159076
157204
155882
155221
156102
159627
166898
178355
192346
206447
218234
226056
230352
232556
233767
234869
234649
231784
224624
212506
197193
181109
166898
156322
149051
144314
141230
138916
136713
133959
130213
124926
118316
111045
103664
96216
89179
82471
75983
69716
63998
58939
54871
52012
50032
48603
47613
46624
45634
44754
43985
43215
42665
42335
42115
42115
42225
42555
42995
43655
44424
45414
46624
48383
51242
56190
64107
75433
89399
104683
119858
134043
147018
158784
169340
178797
187484
195731
204088
212555
220582
227180
231579
232898
231139
226410
218713
208487
196501
183965
172090
161643
152736
145259
139101
134153
129864
126236
122607
119088
116449
115679
118099
124146
132943
142950
152846
161423
168791
175608
182096
188584
193972
196941
195841
190123
181106
171100
161973
155485
150867
147018
142730
137232
130414
122717
114360
105783
97206
88739
80492
74193
66730
60254
54767
50706
47852
45987
44779
44011
43462
43243
42913
42584
42365
42035
42035
42145
42584
43133
43901
44889
47304
52352
61242
74632
90876
107558
122375
133460
141033
145642
147947
148606
147947
146081
143447
140155
136752
133350
130606
128740
127533
126984
126984
127423
128411
130277
133350
137630
142240
145972
147947
147289
144545
140484
136094
131923
128192
124789
121497
118424
115789
113594
112387
112168
113265
115899
120619
127314
135765
145533
156179
167264
178019
187897
196348
202714
206555
207324
204580
198324
189544
179885
170776
163422
157386
151898
146191
139606
132252
124350
116009
107558
98997
90546
82205
74048
66600
60137
54660
50607
47759
45897
44692
43925
43377
43158
42830
42501
42282
41953
41953
42063
42501
43049
43816
44801
47211
52250
61123
74486
90698
107348
122136
133199
140757
145358
147658
148316
147658
145796
143167
139881
136485
133090
130351
128489
127284
126737
126737
127175
128161
130023
133090
137362
141962
145687
147658
147001
144263
140210
135828
131666
127941
124546
121260
118192
115564
113373
112168
111949
113044
115673
120383
127065
135500
145249
155874
166937
177672
187531
195965
202318
206152
206919
204181
197937
189174
179534
170443
163103
157079
151602
145906
139333
131994
124108
115783
107348
98804
90370
82045
73900
66466
60016
54550
50505
47663
45805
44602
43837
43290
43072
42744
42416
42197
41869
41869
41979
42416
42962
43728
44711
47117
52145
61000
74337
90516
107133
121891
132932
140475
145066
147362
148018
147362
145504
142880
139600
136212
132823
130090
128231
127029
126482
126482
126919
127903
129762
132823
137086
141677
145394
147362
146706
143973
139928
135556
131402
127685
124296
121016
117955
115332
113145
111943
111724
112817
115441
120142
126810
135228
144957
155561
166602
177316
187154
195572
201912
205738
206504
203771
197540
188794
179174
170100
162776
156764
151298
145613
139054
131729
123858
115550
107133
98606
90188
81880
73747
66329
59892
54438
50401
47565
45710
44510
43747
43201
42983
42656
42328
42110
41783
41783
41892
42328
42874
43637
44619
47019
52038
60874
74184
90330
106912
121639
132658
140185
144767
147058
147713
147058
145204
142585
139313
135931
132549
129821
127967
126767
126221
126221
126658
127640
129494
132549
136803
141385
145095
147058
146404
143676
139640
135276
131131
127421
124039
120767
117712
115094
112912
111712
111494
112585
115203
119894
126549
134949
144658
155240
166259
176950
186768
195169
201496
205314
206078
203351
197132
188405
178804
169750
162440
156440
150986
145313
138767
131458
123603
115312
106912
98402
90002
81711
73591
66189
59766
54323
50295
47464
45614
44416
43654
43110
42892
42565
42239
42021
41694
41694
41803
42239
42783
43545
44525
46920
51928
60745
74027
90138
106686
121382
132377
139889
144461
146747
147400
146747
144896
142284
139018
135643
132268
129547
127696
126499
125954
125954
126390
127369
129220
132268
136514
141086
144788
146747
146094
143372
139344
134990
130853
127152
123777
120511
117463
114850
112673
111475
111258
112346
114959
119640
126281
134663
144352
154912
165907
176575
186373
194756
201070
204880
205642
202920
196715
188006
178426
169390
162097
156109
150666
145005
138473
131180
123342
115068
106686
98194
89812
81538
76908
74083
71585
68761
64633
59745
54856
50620
47687
45949
44971
44320
43777
43342
42908
42473
42147
41821
41604
41604
41821
42473
43777
46058
49534
54205
60071
66914
74844
83751
93528
103956
114927
125790
135675
143713
149470
153272
155662
157291
158595
159898
161202
162723
164569
166742
169458
172716
176410
180103
182927
