1	0
2	0
3	0
4	0
5	0
6	0.211592
7	3202.318408
8	4720.51
9	9677.76
10	6026.8
11	2728.2
12	2630.2
13	2548.2
14	2545.9
15	2619
16	2743.7
17	2764.2
18	4795.9
19	9947.6
20	6493.3
21	3157.6
22	3219.8
23	1.2
24	0
25	0
26	0
27	0
28	0
29	0
30	0.9
31	5974.4
32	6991
33	12330.2
34	8046.1
35	4264
36	4192
37	4186
38	4162
39	4153
40	4143
41	4174
42	6252
43	11366
44	7568
45	4218
46	4268
47	2
48	0
49	0
50	0
51	0
52	0
53	0
54	2
55	7571
56	8371
57	13899
58	9406
59	5275
60	4928
61	4604
62	4474
63	4490
64	4564
65	4768
66	7269
67	13448
68	9008
69	4934
70	4937
71	2
72	0
73	0
74	0
75	0
76	0
77	0
78	3
79	9262
80	10424
81	17489
82	11619
83	5639
84	4733
85	4123
86	3642
87	3500
88	4010
89	4412
90	7218
91	13984
92	9395
93	5087
94	5193
95	2
96	0
97	0
98	0
99	0
100	0
101	0
102	3
103	9590
104	10764
105	18018
106	12096
107	5995
108	5074
109	4535
110	4071
111	3850
112	4382
113	4834
114	7864
115	15288
116	10368
117	5551
118	5556
119	2
120	0
121	0
122	0
123	0
124	0
125	0
126	4
127	10111
128	11484
129	19394
130	12865
131	6408
132	5656
133	5344
134	5095
135	5061
136	5249
137	5455
138	8416
139	15891
140	10894
141	6025
142	6029
143	3
144	0
145	0
146	0
147	0
148	0
149	0
150	3
151	9810
152	10482
153	16753
154	11584
155	6951
156	6656
157	6358
158	6209
159	6143
160	6104
161	6100
162	8589
163	14909
164	10313
165	6084
166	6088
167	3
168	0
169	0
170	0
171	0
172	0
173	0
174	3
175	10509
176	11216
177	17897
178	12427
179	7314
180	6717
181	6302
182	6061
183	5896
184	5950
185	6023
186	8601
187	15051
188	10342
189	6073
190	6064
191	3
192	0
193	0
194	0
195	0
196	0
197	0
198	4
199	10100
200	10509
201	16261
202	11337
203	6938
204	6560
205	6240
206	5990
207	5830
208	5820
209	5820
210	7910
211	13210
212	9210
213	5640
214	5580
215	10
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	8720
224	8680
225	12520
226	8780
227	5160
228	4220
229	3730
230	3690
231	3930
232	4080
