	Rescaled to 1000 kWh per week		Production of food	Metal company	Restaurant (high cooling load)	Sport hall	Repair / metal shop	G0 SLP
00:30:00	4	Do	2595.249433	5723.885511	5032.210168	336.1804966	2512.640699	3089.199391
00:45:00	4	Do	2602.369787	5560.425774	2967.157911	340.0886704	2464.778588	2941.154709
01:00:00	4	Do	3009.238398	6103.620668	3459.971096	320.7535959	2489.953931	2812.849358
01:15:00	4	Do	3169.572153	5426.88545	4617.852373	343.6433067	2458.705218	2704.283138
01:30:00	4	Do	2951.866037	5293.811299	3493.677715	297.6954883	2446.914194	2620.391132
01:45:00	4	Do	2979.899924	5422.3562	3433.407327	326.0402249	2447.248187	2551.303574
02:00:00	4	Do	1735.297102	5506.458604	4638.301152	347.7284171	2542.882162	2492.08578
02:15:00	4	Do	2070.527805	5336.277209	3348.05403	363.7204067	2406.651982	2437.802671
02:30:00	4	Do	2167.946664	5172.657433	3541.945948	346.8105824	2418.08697	2393.389326
02:45:00	4	Do	2051.417343	5723.468479	4578.319315	289.3427897	2480.080772	2363.780429
03:00:00	4	Do	1781.790961	5750.128665	3308.809726	274.2644609	2499.765276	2353.910664
03:15:00	4	Do	1734.485476	5597.571866	3132.692197	321.54319	2426.343195	2363.780429
03:30:00	4	Do	1747.954046	5815.995866	4773.599985	372.47649	2428.676354	2403.258892
03:45:00	4	Do	1897.554938	5480.025528	3393.713081	334.8294839	2432.66127	2477.281332
04:00:00	4	Do	2226.011975	5800.61481	3342.805099	310.8882524	5728.963329	2580.912669
04:15:00	4	Do	2930.540005	5747.07729	4583.130529	302.0280845	2460.119298	2719.087587
04:30:00	4	Do	2038.852112	5387.608044	3547.73856	320.9398639	2411.252492	2872.067151
04:45:00	4	Do	1753.744973	5495.018438	3089.652109	328.5792509	2421.994417	3020.111833
05:00:00	4	Do	1701.083778	5620.56841	3920.541405	282.0950094	2562.3817	3133.612736
05:15:00	4	Do	1809.837585	5794.874639	5442.252338	316.5213902	2442.694637	3207.635177
05:30:00	4	Do	2169.817034	5986.791852	4557.730336	335.0252992	2375.787097	3256.983404
05:45:00	4	Do	2148.105251	6116.919882	3990.74804	356.9373488	2375.580887	3311.266514
06:00:00	4	Do	2117.238848	6811.837178	5113.226852	323.47865	2412.880928	3409.962968
06:15:00	4	Do	5183.139673	7688.759201	5147.676855	299.6577192	2403.45453	3577.746981
06:30:00	4	Do	5542.814045	8508.231036	5703.022982	322.1919016	2412.615618	3804.748788
06:45:00	4	Do	6223.617469	9495.383733	6359.454323	323.6816618	2339.136834	4090.968586
07:00:00	4	Do	6840.728977	10645.40349	3331.430786	395.6589282	2490.097048	4426.536611
07:15:00	4	Do	7055.517868	10798.27041	5044.332552	908.0377286	2592.356097	4816.387548
07:30:00	4	Do	9343.5138	11328.06017	3391.602342	707.2536797	6247.05088	5295.065374
07:45:00	4	Do	11698.41121	11842.89985	3081.700055	3267.818858	8531.660278	5916.853197
08:00:00	4	Do	8834.078674	11665.8776	4310.067142	3357.147666	13466.0237	6731.099048
08:15:00	4	Do	10198.77153	12033.73597	3169.623408	3376.461391	12442.04293	7752.607375
08:30:00	4	Do	15579.6396	12046.7928	4453.596594	3434.52078	10753.52627	8858.007906
08:45:00	4	Do	12993.97979	11557.09591	3031.864968	1198.806086	10063.05423	9894.320681
09:00:00	4	Do	11529.24999	9820.251913	3493.348816	1623.994262	10132.62765	10698.69697
09:15:00	4	Do	10519.48574	10060.83241	5022.791926	3807.812507	14712.04289	11162.57034
09:30:00	4	Do	8113.753346	11196.86897	3845.357681	4098.373895	10312.38585	11350.09369
09:45:00	4	Do	7922.982461	10631.23103	6069.071789	4030.080969	10875.22687	11369.83302
10:00:00	4	Do	7538.09483	11339.7902	13071.38294	4575.15742	10490.05609	11345.1588
10:15:00	4	Do	7515.260613	8822.44165	12243.41237	10550.15517	11501.90704	11350.09369
10:30:00	4	Do	9294.33561	9682.870973	11921.38994	12908.15293	11247.37081	11409.31148
10:45:00	4	Do	8865.528903	9680.89007	9438.204478	12650.19393	11734.62175	11498.13837
11:00:00	4	Do	12064.61043	9268.30432	8109.067219	12530.42742	11237.175	11621.50884
11:15:00	4	Do	12744.81432	9663.194087	9882.126479	9800.442894	14101.95919	11749.81439
11:30:00	4	Do	10486.70991	9021.383997	9338.352941	9398.926514	10438.24132	11843.57596
11:45:00	4	Do	9156.069242	7106.659109	12787.89668	9304.786258	10380.94978	11863.31529
12:00:00	4	Do	7300.690815	6524.871792	10433.47325	9392.166077	10379.94413	11759.68395
12:15:00	4	Do	10569.78743	7982.47148	11704.31351	4596.229764	10227.45547	11498.13837
12:30:00	4	Do	10587.81431	9927.176211	10560.18933	3748.195616	10053.63534	11108.28723
12:45:00	4	Do	9578.42965	8261.193174	11123.25337	3623.462597	11262.84534	10644.41386
13:00:00	4	Do	11143.48004	6024.069761	8864.184482	3574.877953	9806.412138	10145.9967
13:15:00	4	Do	12356.9842	7630.749872	10511.74218	4593.323168	14548.90479	9657.449309
13:30:00	4	Do	12142.06963	9165.442103	10818.50974	4456.107483	12075.9278	9213.315064
13:45:00	4	Do	11049.2372	8851.082739	8253.785923	6876.656359	10266.42164	8843.203458
14:00:00	4	Do	9378.528984	7435.766011	9135.099227	7214.259089	10700.31739	8576.72299
14:15:00	4	Do	8795.751599	7316.905158	9721.543199	4634.324485	11695.94948	8438.547874
14:30:00	4	Do	10345.58427	7400.548029	10637.09295	4360.756304	9455.832871	8423.743426
14:45:00	4	Do	11048.82194	7935.129679	8455.758276	4220.820171	9536.805175	8522.439881
15:00:00	4	Do	10318.29938	6801.451878	11118.01707	6362.733801	10711.60383	8714.897908
15:15:00	4	Do	8729.341384	7967.141558	8730.177199	9399.08925	9615.378351	8986.313258
15:30:00	4	Do	9117.147725	7279.233459	11284.77159	6937.585498	9609.773147	9287.337504
15:45:00	4	Do	9253.344586	6419.717224	10214.85707	6744.279372	11504.15474	9568.62242
16:00:00	4	Do	10077.2421	5532.203378	12143.01063	6933.626877	8505.317157	9775.885094
16:15:00	4	Do	11098.51729	6264.702059	9165.711671	9827.174523	9484.19177	9874.581549
16:30:00	4	Do	9773.740374	6150.270515	11271.45343	9736.632106	8448.522051	9904.190446
16:45:00	4	Do	10134.28051	6196.235711	10742.17752	9721.014092	8567.619075	9914.060012
17:00:00	4	Do	12312.91397	6306.320956	12334.71172	9979.442102	9753.909266	9958.473555
17:15:00	4	Do	11626.83784	6213.972202	10951.14355	12232.1192	10116.84196	10067.03958
17:30:00	4	Do	8412.097011	6122.130794	15052.40809	12719.06104	10310.16882	10155.86647
17:45:00	4	Do	8314.011527	6168.148452	11917.89391	12685.58125	5971.950522	10141.06202
18:00:00	4	Do	7199.15587	6540.946794	12767.02241	13717.68436	2405.752709	9914.060012
18:15:00	4	Do	9404.253038	7470.663913	14117.32168	15407.99934	2376.596124	9410.708172
18:30:00	4	Do	8900.080422	6125.048692	12829.56208	15908.03832	2420.699655	8714.897908
18:45:00	4	Do	9687.868976	6679.053555	12952.01919	16195.03181	2403.531999	7920.391388
19:00:00	4	Do	9618.670828	6636.370164	12737.4737	15055.00581	2373.091833	7145.624198
19:15:00	4	Do	9365.987106	6803.972002	11030.94653	15024.62491	2464.299881	6479.423029
19:30:00	4	Do	8950.916256	6883.024862	10421.89047	14504.98243	2373.601208	5926.722763
19:45:00	4	Do	9210.428419	7103.235194	10628.67363	13974.0728	2445.776765	5492.458283
20:00:00	4	Do	10893.05605	6308.881587	8473.92066	15400.46591	2386.838736	5161.82514
20:15:00	4	Do	7346.192806	7079.773805	9512.740186	13903.95524	2499.41531	4934.823333
20:30:00	4	Do	6581.713598	6900.797876	6270.869707	14191.45382	2410.086951	4771.974203
20:45:00	4	Do	6351.684486	7208.836013	7459.918927	14703.87453	2364.330067	4643.668653
21:00:00	4	Do	6164.260309	6966.69496	5066.457207	14159.12624	2429.329486	4520.298184
21:15:00	4	Do	6125.449188	6766.950422	6085.470264	13516.83022	2373.073304	4367.318619
21:30:00	4	Do	6021.205285	6393.122781	3924.617386	13279.54479	2332.799272	4204.469489
21:45:00	4	Do	6520.399025	6442.392361	5966.539747	13534.38264	2339.792361	4051.489924
22:00:00	4	Do	6851.982189	6011.36422	4055.377661	13536.69318	7197.783186	3918.249691
22:15:00	4	Do	5782.938481	5913.392835	4417.147115	6371.462034	2417.150001	3829.422802
22:30:00	4	Do	4821.400464	5449.247148	5943.95985	4989.980891	2413.768062	3770.205009
22:45:00	4	Do	4637.679661	4495.568268	3946.536225	4460.945413	2380.489036	3730.726347
23:00:00	4	Do	4329.771425	4848.616677	5484.820475	3791.322476	2400.892799	3686.313002
23:15:00	4	Do	4048.420311	4967.836124	3683.68011	3835.094521	2365.633134	3636.964775
23:30:00	4	Do	3746.81316	4907.351828	5000.952561	2182.560882	2383.85596	3567.877217
23:45:00	4	Do	3742.835069	4659.503475	3770.157247	367.8543809	2409.349163	3479.050526
00:00:00	5	Fr	3683.052882	4908.01224	4004.380016	347.9793332	2407.522345	3365.549425
00:15:00	5	Fr	3730.936887	5078.173381	4749.645805	349.9377259	2445.599626	3232.309191
00:30:00	5	Fr	3710.641362	4805.914028	3842.400038	311.0156055	2387.395871	3089.199391
00:45:00	5	Fr	4379.698611	4714.905688	5296.052571	318.0288057	2372.120362	2941.154709
01:00:00	5	Fr	3719.689194	3985.183791	3373.518821	318.4284004	2477.536451	2812.849358
01:15:00	5	Fr	2405.856803	4452.016945	5158.698427	365.7472616	2417.339759	2704.283138
01:30:00	5	Fr	2514.131023	5022.461382	4282.087111	364.4174544	2428.974568	2620.391132
01:45:00	5	Fr	2787.330002	4931.963376	3483.249954	346.2533856	2360.817949	2551.303574
02:00:00	5	Fr	2856.510317	5189.54857	5276.960549	325.6010978	2474.729216	2492.08578
02:15:00	5	Fr	2449.828955	5150.962455	3476.760012	302.5541207	2391.138637	2437.802671
02:30:00	5	Fr	2627.410445	5438.869817	3756.910005	312.9221119	2350.135283	2393.389326
02:45:00	5	Fr	2793.896463	5472.812463	5798.581311	349.9180316	2397.532902	2363.780429
03:00:00	5	Fr	2746.462536	5010.727368	3224.643439	340.0440764	2405.670129	2353.910664
03:15:00	5	Fr	2393.106659	5030.644313	5191.736651	339.2647013	2446.199887	2363.780429
03:30:00	5	Fr	2852.701217	5518.82182	4671.583504	348.8553085	2347.293387	2403.258892
03:45:00	5	Fr	3409.218276	5524.705761	3114.320329	321.3241062	2346.531161	2477.281332
04:00:00	5	Fr	2474.745205	5373.449864	5112.958272	321.7998872	2454.469688	2580.912669
04:15:00	5	Fr	2769.009298	5199.122384	3543.549278	333.9064198	2378.726268	2719.087587
04:30:00	5	Fr	2441.058387	5217.231415	3754.330167	287.005672	2380.620013	2872.067151
04:45:00	5	Fr	2812.29869	5157.518761	5073.707244	354.4436604	2344.895218	3020.111833
05:00:00	5	Fr	2748.417826	5392.563956	3088.259485	344.8626245	5599.991867	3133.612736
05:15:00	5	Fr	2306.970734	5408.107707	4164.716316	355.3850755	2546.952213	3207.635177
05:30:00	5	Fr	3148.810628	5806.739475	7091.896321	299.8856786	2508.024216	3256.983404
05:45:00	5	Fr	4080.463709	5895.275171	4413.458314	333.4693316	2423.785297	3311.266514
06:00:00	5	Fr	3527.862749	6480.681639	3164.22572	332.2150391	2457.559643	3409.962968
06:15:00	5	Fr	4354.205115	7311.40073	6956.977739	329.0050166	2389.969741	3577.746981
06:30:00	5	Fr	5814.932201	8906.420538	6775.870282	377.254954	2419.74831	3804.748788
06:45:00	5	Fr	5137.388867	9021.461693	7473.660944	348.0487789	2320.764502	4090.968586
07:00:00	5	Fr	5540.702078	9417.911346	3802.346122	361.3807942	2457.116874	4426.536611
07:15:00	5	Fr	7762.678428	9955.591519	5578.309228	364.0287983	2562.652121	4816.387548
07:30:00	5	Fr	7737.574291	11029.61178	3016.986273	335.3931815	9959.28287	5295.065374
07:45:00	5	Fr	7555.389696	10843.81591	3429.610116	1615.802596	8577.70116	5916.853197
08:00:00	5	Fr	8395.007651	11469.38498	4911.796958	3415.080014	9655.349538	6731.099048
08:15:00	5	Fr	10749.46178	11236.28251	3458.053132	3454.571805	15278.36344	7752.607375
08:30:00	5	Fr	11645.83281	10747.72715	4821.833168	3446.585861	11466.45746	8858.007906
08:45:00	5	Fr	11961.52654	11232.23437	4476.771525	3419.74331	12706.28556	9894.320681
09:00:00	5	Fr	10153.74169	10485.82089	3411.43734	3560.811685	13427.30031	10698.69697
09:15:00	5	Fr	9422.073561	10340.66642	5278.023051	3651.114604	10479.49673	11162.57034
09:30:00	5	Fr	12361.42298	10053.75482	4519.642476	4364.609377	10258.50484	11350.09369
09:45:00	5	Fr	11672.32624	9462.485992	9177.006714	6647.813224	15321.91447	11369.83302
10:00:00	5	Fr	10748.70174	8550.348645	12524.3571	6534.84246	10615.2835	11345.1588
10:15:00	5	Fr	10982.03892	6881.433764	14176.39466	11432.95602	11802.70713	11350.09369
10:30:00	5	Fr	13831.86622	7606.540083	12363.34588	11939.49675	10377.50411	11409.31148
10:45:00	5	Fr	11430.32295	8158.5408	12405.60061	11888.51444	11273.06416	11498.13837
11:00:00	5	Fr	14170.91898	8054.166508	11272.44868	12495.75015	10488.94501	11621.50884
11:15:00	5	Fr	15470.68178	7569.885731	15992.7846	12330.35164	11757.05918	11749.81439
11:30:00	5	Fr	20076.18938	7433.621747	11683.57292	12652.5014	10816.36104	11843.57596
11:45:00	5	Fr	15454.93755	7214.884973	13810.47831	10946.80023	11723.57874	11863.31529
12:00:00	5	Fr	17334.78406	6847.587075	9669.617139	9977.891508	13976.15675	11759.68395
12:15:00	5	Fr	18725.02603	6410.243684	11159.32382	6842.628493	12582.44715	11498.13837
12:30:00	5	Fr	16788.26594	6597.197681	9957.670484	6584.239631	11703.18456	11108.28723
12:45:00	5	Fr	17303.55548	6965.973786	9052.096109	6510.902668	12550.56527	10644.41386
13:00:00	5	Fr	11586.30878	6472.105914	12090.09502	6307.485824	11577.09971	10145.9967
13:15:00	5	Fr	12379.03206	6498.960006	10116.86807	7460.177182	17347.95736	9657.449309
13:30:00	5	Fr	12193.61539	7572.804957	12257.75105	6199.049013	11134.52174	9213.315064
13:45:00	5	Fr	9902.329226	7392.405274	9045.315986	6127.400048	12077.21713	8843.203458
14:00:00	5	Fr	11931.55477	7022.370767	10051.17554	7280.141685	11209.12406	8576.72299
14:15:00	5	Fr	14039.91075	6129.238273	8491.693418	12064.64505	12713.24974	8438.547874
14:30:00	5	Fr	16148.5563	5565.874089	12797.7718	13048.92538	10504.02661	8423.743426
14:45:00	5	Fr	11233.21021	5861.110396	10934.94152	13777.0322	10234.01905	8522.439881
15:00:00	5	Fr	8642.643711	6031.188529	10052.36153	13141.0276	12108.29525	8714.897908
15:15:00	5	Fr	11299.62298	6084.545424	8658.33789	13201.54376	13920.03825	8986.313258
15:30:00	5	Fr	13667.50555	6587.205507	11470.70574	13070.6859	12761.36518	9287.337504
15:45:00	5	Fr	13556.0706	6190.100422	8316.592133	13124.17219	10621.36151	9568.62242
16:00:00	5	Fr	14259.76938	5633.307153	12047.47594	13120.09458	11378.33441	9775.885094
16:15:00	5	Fr	14928.18548	5558.481394	9301.159262	10847.03868	12202.58383	9874.581549
16:30:00	5	Fr	13777.97241	5789.388141	11251.79123	10058.77725	11131.87152	9904.190446
16:45:00	5	Fr	9599.714921	5855.602647	13634.61	10766.09537	11992.28994	9914.060012
17:00:00	5	Fr	7583.847335	5999.01661	9406.988034	12773.74098	16671.33446	9958.473555
17:15:00	5	Fr	12169.24922	6514.581453	11121.48702	16237.95256	13207.79198	10067.03958
17:30:00	5	Fr	12634.33642	6591.582354	12675.0783	15241.05562	12445.61064	10155.86647
17:45:00	5	Fr	11389.61895	6231.819592	10524.70169	15661.92065	11816.57671	10141.06202
18:00:00	5	Fr	8884.582469	6327.958824	9453.12515	15314.69349	10747.91915	9914.060012
18:15:00	5	Fr	10121.91272	6096.195102	12113.4994	15124.71653	4350.257058	9410.708172
18:30:00	5	Fr	8579.256659	5993.057962	11854.01256	14941.10776	2407.876304	8714.897908
18:45:00	5	Fr	9028.721925	6562.922007	13041.94997	14500.80657	2345.252372	7920.391388
19:00:00	5	Fr	9652.613468	7177.482885	12481.47799	14130.94688	2420.381316	7145.624198
19:15:00	5	Fr	8585.660498	6925.446611	8693.953507	14753.90038	2378.540344	6479.423029
19:30:00	5	Fr	8767.622602	7257.420278	10006.05732	14889.77388	2351.072891	5926.722763
19:45:00	5	Fr	11407.2603	7213.476493	11273.97784	14510.36038	2450.20956	5492.458283
20:00:00	5	Fr	8193.943577	6892.250706	9669.469604	14239.96593	2368.838573	5161.82514
20:15:00	5	Fr	7418.216252	7094.213882	9705.353393	14356.30041	2601.111953	4934.823333
20:30:00	5	Fr	7071.944425	6620.658405	10138.93567	14947.78453	4626.47488	4771.974203
20:45:00	5	Fr	7009.773855	6066.807605	7454.123463	14654.75908	3666.442201	4643.668653
21:00:00	5	Fr	5790.813989	5661.962188	10590.45698	12842.69252	2392.718994	4520.298184
21:15:00	5	Fr	5606.081785	5953.060047	7125.955069	11447.81486	3844.32647	4367.318619
21:30:00	5	Fr	6390.921906	5988.299942	8630.778866	9640.595826	5799.15713	4204.469489
21:45:00	5	Fr	6507.310685	6629.123896	5060.843105	8659.288493	2374.94932	4051.489924
22:00:00	5	Fr	6143.418322	6762.509825	4153.313678	6727.968196	2415.490099	3918.249691
22:15:00	5	Fr	6148.061763	6304.982202	6561.007707	6199.367959	2325.888763	3829.422802
22:30:00	5	Fr	6112.396515	6198.447709	3598.411381	5308.104857	2338.473959	3770.205009
22:45:00	5	Fr	5234.322406	5642.49581	5488.420836	3325.102949	2371.963668	3730.726347
23:00:00	5	Fr	4834.31217	5334.358064	4195.515013	890.0161015	2284.111683	3686.313002
23:15:00	5	Fr	4871.839296	5211.543705	3873.825151	943.3859981	2346.452096	3636.964775
23:30:00	5	Fr	5014.879458	5124.757153	5461.183375	796.0074443	2341.926498	3567.877217
23:45:00	5	Fr	4911.657146	5428.03893	3805.524254	793.9675878	2373.036407	3479.050526
00:00:00	6	Sa	4251.238413	5891.741686	5420.6355	553.1280263	2390.617442	3365.549425
00:15:00	6	Sa	3690.583189	5269.442467	4241.826156	623.1547681	2342.34339	3454.376314
00:30:00	6	Sa	4092.102034	5733.943428	3482.288934	323.883714	2478.598328	3602.420996
00:45:00	6	Sa	4431.927562	5233.890129	5086.050116	327.8127574	2364.653198	3745.530994
01:00:00	6	Sa	4100.884916	5190.991249	2827.554255	331.2178517	2348.050981	3829.422802
01:15:00	6	Sa	3665.960551	5842.174605	3362.833687	333.1780435	2421.308542	3804.748788
01:30:00	6	Sa	4244.882554	5467.371453	5771.093202	386.0618442	2430.062002	3701.117451
01:45:00	6	Sa	4647.823814	5759.626111	4018.946929	360.0548491	2382.830181	3558.007651
02:00:00	6	Sa	3799.002623	5242.263647	4719.309278	362.7085624	2383.234136	3409.962968
02:15:00	6	Sa	3420.448347	5706.33363	3324.737473	309.8731218	2389.639262	3296.462065
02:30:00	6	Sa	3363.581687	5491.342179	3446.853865	352.2504237	2488.211609	3212.570059
02:45:00	6	Sa	3784.538999	5655.955727	5364.230385	318.3060128	2357.905293	3163.221831
03:00:00	6	Sa	3017.442123	5807.079476	2860.146204	324.8459028	2392.030563	3133.612736
03:15:00	6	Sa	2861.075419	5717.632019	3927.664692	358.2067059	4070.774699	3128.678052
03:30:00	6	Sa	3480.147524	4890.520789	5809.309034	351.8072186	3996.024473	3138.547619
03:45:00	6	Sa	3582.005804	5468.250342	3324.234344	375.3426904	2408.295432	3158.286949
04:00:00	6	Sa	2860.492866	5466.318911	3527.642317	346.8884	2344.11654	3182.960964
04:15:00	6	Sa	3293.89461	5094.374888	5259.689086	320.5364072	2473.341652	3207.635177
04:30:00	6	Sa	3081.695363	5127.936361	2543.605827	298.8658463	2364.674442	3237.244073
04:45:00	6	Sa	2825.695078	5810.077725	3597.562439	342.152563	2379.512773	3271.787852
05:00:00	6	Sa	2847.006887	5803.889311	5190.434913	374.9806612	2484.371408	3321.13608
05:15:00	6	Sa	3202.664105	6489.596037	4129.352162	362.642643	2594.155282	3380.354072
05:30:00	6	Sa	3797.229912	6657.563774	6525.737699	355.6916201	2573.258436	3449.441431
05:45:00	6	Sa	3360.350682	5997.966725	4407.740285	303.9284259	2447.728652	3523.463872
06:00:00	6	Sa	3116.198901	5482.859754	3328.412417	338.6793184	2476.508436	3597.486114
06:15:00	6	Sa	2969.751737	4733.323509	6465.827184	336.9412329	2500.939602	3671.508554
06:30:00	6	Sa	2982.390636	5383.101705	6031.869551	338.8480511	2458.352537	3789.944339
06:45:00	6	Sa	3046.902246	5433.510155	7081.459594	358.9426864	2372.105188	3997.206815
07:00:00	6	Sa	2818.895086	6244.690485	3835.693275	445.5067164	4176.897269	4332.77484
07:15:00	6	Sa	2729.179983	6007.840031	3296.619892	1839.641418	8068.219161	4836.126879
07:30:00	6	Sa	2755.216969	5990.882488	5604.665143	2194.882732	7063.795599	5462.849386
07:45:00	6	Sa	2979.77042	6152.254075	2915.736407	1914.528399	12433.94915	6158.659452
08:00:00	6	Sa	3590.055823	5126.796826	4782.199036	1563.499596	10280.27397	6869.274164
08:15:00	6	Sa	2806.594807	6151.355596	4292.217355	7385.484601	12649.03874	7550.279781
08:30:00	6	Sa	2799.097194	6300.097346	2911.239828	7271.882852	10889.99476	8162.197841
08:45:00	6	Sa	2756.815806	6101.386756	4511.707743	7394.463462	10256.25075	8680.354129
09:00:00	6	Sa	2735.912676	6421.272462	3375.840063	7296.120481	9552.408128	9085.009713
09:15:00	6	Sa	2762.835381	6334.139933	3909.407755	12050.04414	12603.40485	9351.49018
09:30:00	6	Sa	2752.060057	5374.390178	5553.151123	13043.42922	8757.367364	9514.339311
09:45:00	6	Sa	2742.312269	5735.302767	3461.999917	15557.61479	9117.535474	9627.840214
10:00:00	6	Sa	2730.595817	6216.259904	6767.911911	14510.82402	10315.42965	9726.536867
10:15:00	6	Sa	2683.05022	5811.443706	11470.62423	14268.45541	9331.31401	9859.776902
10:30:00	6	Sa	3588.032597	5730.512872	7714.404223	14997.72748	9189.536767	10002.8869
10:45:00	6	Sa	3182.213388	5478.055914	9333.823349	14054.03126	9423.61684	10136.12713
11:00:00	6	Sa	3238.664363	5640.423265	10413.19401	13703.24081	12447.99379	10234.82359
11:15:00	6	Sa	3154.172071	5286.986379	10854.66904	14678.54918	10310.26338	10284.17182
11:30:00	6	Sa	3166.112288	5094.162387	10072.32939	14711.92227	9380.388463	10279.23693
11:45:00	6	Sa	3208.874113	4443.472099	9941.055188	14251.28526	9498.41211	10234.82359
12:00:00	6	Sa	3253.836223	2769.941806	10141.18375	15223.11171	11350.63999	10145.9967
12:15:00	6	Sa	3173.923469	1297.117864	10127.59172	15109.29657	12806.49689	10017.69135
12:30:00	6	Sa	3165.580263	878.9607825	9610.975351	14350.03355	9222.535469	9854.842218
12:45:00	6	Sa	3262.914839	641.9196598	10805.95534	13911.22922	10400.24503	9652.514427
13:00:00	6	Sa	3834.019929	683.8167988	8562.221208	14931.25919	10280.0759	9405.77329
13:15:00	6	Sa	3556.1877	630.1432696	11027.15136	14764.44442	9590.021716	9109.683925
13:30:00	6	Sa	3377.749576	552.0034982	13395.77246	13658.98746	9136.456954	8759.311452
13:45:00	6	Sa	3265.646087	615.8687944	9657.220062	14039.7919	11914.10203	8334.916537
14:00:00	6	Sa	3194.518763	647.3192489	9223.036234	14833.14035	10208.28928	7836.499381
14:15:00	6	Sa	3193.696097	686.4406825	9897.937256	13830.6321	7787.873307	7264.059983
14:30:00	6	Sa	3329.680657	547.662386	10165.92248	13598.9503	5884.141184	6652.141924
14:45:00	6	Sa	3332.31722	778.9974539	11254.27896	13794.27757	4825.296726	6055.028313
15:00:00	6	Sa	3242.647337	1060.667427	8610.625157	14096.46228	11790.72747	5531.936944
15:15:00	6	Sa	3252.31254	978.3747639	9723.576095	12931.42412	6501.612664	5122.346677
15:30:00	6	Sa	3409.931606	1067.139895	7057.390075	12472.63555	2857.478194	4806.517982
15:45:00	6	Sa	3914.190204	734.4570903	8960.330509	12634.40013	2822.503006	4569.646411
16:00:00	6	Sa	3502.632931	694.6014921	5548.339502	12427.21696	2674.086474	4382.123068
16:15:00	6	Sa	3365.477532	764.3387346	6123.695878	12487.34009	7029.01624	4224.208819
16:30:00	6	Sa	3287.053007	847.8277092	6858.608896	12667.53832	5588.264575	4110.707916
16:45:00	6	Sa	3137.776086	714.3053978	5160.98197	12574.46353	561.409888	4066.294373
17:00:00	6	Sa	2828.606571	831.847336	6545.847391	12992.3594	619.2672311	4105.773034
17:15:00	6	Sa	2822.167702	963.1459454	6153.218513	12951.28861	697.1795296	4234.078386
17:30:00	6	Sa	2828.672808	1119.142265	5393.680883	12704.18071	2368.954696	4416.666847
17:45:00	6	Sa	2777.311955	1098.199091	5048.713385	12748.26134	2301.886469	4609.125072
18:00:00	6	Sa	2788.539691	1094.132113	5123.459393	12584.43415	2365.242917	4747.29999
18:15:00	6	Sa	3434.102468	1130.264344	5432.552475	12881.30615	2317.505395	4806.517982
18:30:00	6	Sa	2964.531687	1117.763668	5602.009092	10118.85817	2446.010768	4806.517982
18:45:00	6	Sa	3135.849244	1073.074471	6609.526588	10100.6763	2286.518956	4776.908887
19:00:00	6	Sa	3993.780897	915.4341771	4149.406019	9744.092613	2426.333451	4747.29999
19:15:00	6	Sa	3100.632587	926.5481217	3972.053387	9832.645357	5972.963203	4752.234872
19:30:00	6	Sa	2522.355129	1241.351661	5056.285392	9723.597903	2394.457164	4776.908887
19:45:00	6	Sa	2636.618777	1410.660808	3053.517264	9687.137447	2357.315095	4796.648217
20:00:00	6	Sa	2590.052099	1057.516691	3063.400528	10017.42859	2403.27771	4796.648217
20:15:00	6	Sa	2596.47462	1050.157947	4646.327586	12427.33747	2418.741539	4752.234872
20:30:00	6	Sa	2573.883063	1076.233341	2765.348785	13433.80128	2453.459084	4678.212432
20:45:00	6	Sa	2610.349322	1047.969606	3018.451238	11010.70083	2386.65377	4579.515977
21:00:00	6	Sa	3181.369917	1030.702609	3519.688837	7066.051456	2340.890337	4470.949956
21:15:00	6	Sa	2819.67423	951.5104614	3196.114836	6979.67415	2375.027427	4367.318619
21:30:00	6	Sa	2848.529932	908.6991549	3954.777033	6923.712286	2314.372154	4263.687282
21:45:00	6	Sa	3100.273375	1011.86734	2735.436932	6777.321612	2342.980868	4160.056144
22:00:00	6	Sa	3109.159222	1022.00428	2100.497718	5810.613661	2412.209747	4056.424807
22:15:00	6	Sa	3054.770323	1016.230989	3928.918338	1109.7731	2326.819503	3952.79347
22:30:00	6	Sa	2989.406538	1019.40339	2273.256976	1129.662156	2345.868926	3849.162133
22:45:00	6	Sa	2876.855945	1021.699309	2337.333337	1012.32363	2330.04938	3745.530994
23:00:00	6	Sa	2728.148202	1000.655695	3369.310588	1225.989173	2419.000939	3641.899657
23:15:00	6	Sa	2764.824851	1021.776838	2675.542924	576.8915535	2313.991839	3538.26832
23:30:00	6	Sa	2892.322053	1020.129876	3082.203592	378.5643952	2312.342	3439.571865
23:45:00	6	Sa	2774.052714	827.5709286	4071.494106	352.280217	2366.875825	3335.940528
00:00:00	7	So	3007.937419	951.2509783	2159.950546	369.1542749	5697.416243	3227.374507
00:15:00	7	So	2938.264567	999.9331104	2742.259849	410.893204	2317.499485	3118.808288
00:30:00	7	So	2371.022712	1211.860404	3441.57233	389.9600389	2395.478949	3010.242267
00:45:00	7	So	2291.076628	1033.531688	2919.588843	370.4706007	2362.585827	2906.61093
01:00:00	7	So	2727.767122	1012.786986	3181.528361	335.6306402	2408.217804	2812.849358
01:15:00	7	So	2718.437142	1011.386641	2730.034353	324.0948097	2408.081555	2728.957351
