Normalized to 1000 kWh		Metal 1 (smoother)	Metal 2 (more fluctuation)	Warehouse
	09:15	149.0053669	236.2887828	255.2432846
	09:30	154.9536849	254.9472866	259.1341883
	09:45	155.5485167	169.3376811	256.0214653
	10:00	145.436376	151.7767364	246.6832964
	10:15	139.1906421	217.0031025	242.7923927
	10:30	152.5743577	257.9263754	228.7851392
	10:45	143.0570488	249.9298738	241.2360312
	11:00	152.5743577	250.5570504	224.1160548
	11:15	156.4407644	264.0413472	225.6724163
	11:30	162.6864984	236.6023711	226.450597
	11:45	156.1433485	250.4002563	233.4542237
	12:00	149.8976146	246.4804025	228.0069585
	12:15	146.6260397	254.9472866	209.3306206
	12:30	141.8673852	256.5152281	242.7923927
	12:45	143.3544647	251.9681978	247.4614771
	13:00	148.707951	235.6616062	231.8978622
	13:15	166.850321	225.1563982	222.5596933
	13:30	160.9020029	245.3828435	240.4578504
	13:45	153.7640213	214.8079844	231.1196815
	14:00	148.4105351	187.5258024	240.4578504
	14:15	146.6260397	170.1216519	233.4542237
	14:30	144.2467124	171.8463875	211.6651628
	14:45	126.4017583	169.3376811	211.6651628
	15:00	125.5095106	170.9056226	218.6687895
	15:15	132.9449082	161.6547678	252.9087424
	15:30	132.6474923	168.0833279	244.3487542
	15:45	133.8371559	166.5153864	231.8978622
	16:00	129.3759173	161.0275912	228.7851392
	16:15	130.8629969	160.0868263	231.1196815
	16:30	132.6474923	156.637355	228.7851392
	16:45	129.3759173	164.6338567	224.1160548
	17:00	129.6733332	165.8882098	217.1124281
	17:15	129.3759173	161.811562	205.4397169
	17:30	134.4319877	148.7976476	75.48353233
	17:45	134.7294036	118.5363768	71.59262861
	18:00	128.4836696	117.752406	67.70172488
	18:15	131.7552446	140.4875577	59.91991742
	18:30	132.9449082	142.2122933	56.02901369
	18:45	129.0785014	148.9544417	49.02538698
	19:00	133.53974	146.132147	39.68721803
	19:15	126.1043424	150.2087949	38.13085654
	19:30	129.3759173	145.6617646	35.7963143
	19:45	127.5914219	144.0938231	35.7963143
	20:00	125.5095106	143.1530582	33.46177207
	20:15	126.4017583	143.3098524	33.46177207
	20:30	129.0785014	143.4666465	32.68359132
	20:45	134.4319877	145.8185588	37.35267579
	21:00	128.4836696	149.5816183	37.35267579
	21:15	126.9965901	147.5432944	42.79994101
	21:30	127.5914219	150.8359715	47.46902549
	21:45	124.6172629	138.2924396	42.02176027
	22:00	125.8069265	132.6478502	41.24357952
	22:15	130.5655809	133.7454093	40.46539878
	22:30	133.2423241	130.7663204	40.46539878
	22:45	138.8932262	133.431821	39.68721803
	23:00	147.2208715	138.2924396	40.46539878
	23:15	138.0009785	140.4875577	39.68721803
	23:30	137.1087308	140.3307635	40.46539878
	23:45	134.7294036	138.9196162	43.57812176
	00:00	135.6216513	137.9788513	42.02176027
23.04.2010	00:15	137.1087308	135.4701449	41.24357952
	00:30	138.8932262	132.1774678	39.68721803
	00:45	136.8113149	134.8429683	39.68721803
	01:00	141.8673852	134.52938	38.90903729
	01:15	138.8932262	133.431821	38.13085654
	01:30	132.9449082	132.9614385	42.02176027
	01:45	137.7035626	132.1774678	40.46539878
	02:00	132.9449082	127.7872316	38.90903729
	02:15	127.8888378	108.5015512	38.90903729
	02:30	129.0785014	104.5816975	38.90903729
	02:45	133.2423241	119.6339358	39.68721803
	03:00	129.9707491	126.062496	40.46539878
	03:15	134.1345718	125.4353194	45.13448325
	03:30	143.3544647	124.3377603	45.13448325
	03:45	134.4319877	121.2018773	41.24357952
	04:00	131.4578287	126.5328784	40.46539878
	04:15	136.513899	125.1217311	45.912664
	04:30	140.6777216	122.2994364	48.24720623
	04:45	144.2467124	122.2994364	47.46902549
	05:00	139.7854739	131.5502912	48.24720623
	05:15	143.3544647	135.3133508	46.69084474
	05:30	138.0009785	142.0554992	84.82170128
	05:45	138.5958103	163.6930918	190.6542827
	06:00	134.7294036	152.0903247	189.0979212
	06:15	134.4319877	211.0449248	188.3197405
	06:30	135.0268195	210.8881307	192.2106442
	06:45	133.2423241	228.2922812	187.5415597
	07:00	134.7294036	222.9612802	196.1015479
	07:15	137.4061467	235.6616062	249.7960194
	07:30	136.2164831	231.8985467	245.1269349
	07:45	138.0009785	237.543136	238.9014889
	08:00	136.2164831	256.0448456	229.56332
	08:15	138.0009785	240.679019	236.5669467
	08:30	137.1087308	251.3410212	236.5669467
	08:45	139.1906421	254.7904924	228.0069585
	09:00	140.0828898	254.32011	234.2324045
	09:15	153.1691895	262.4734058	235.7887659
	09:30	160.0097552	252.4385802	217.1124281
	09:45	151.0872782	162.5955327	205.4397169
	10:00	144.2467124	150.9927657	209.3306206
	10:15	138.8932262	205.0867471	207.7742591
	10:30	140.9751375	244.912461	196.8797287
	10:45	143.9492965	246.4804025	207.7742591
	11:00	154.3588531	257.455993	209.3306206
	11:15	155.5485167	225.1563982	192.9888249
	11:30	156.1433485	188.6233615	207.7742591
	11:45	149.3027828	181.5676248	224.1160548
	12:00	157.630428	178.7453301	220.225151
	12:15	159.1175075	186.8986258	206.9960784
	12:30	145.1389601	185.6442726	203.1051746
	12:45	136.2164831	169.8080636	203.1051746
	13:00	144.2467124	167.142563	209.3306206
	13:15	135.6216513	172.1599758	222.5596933
	13:30	141.8673852	169.3376811	232.676043
	13:45	136.2164831	178.5885359	236.5669467
	14:00	132.9449082	157.1077375	242.0142119
	14:15	135.3242354	115.4004938	236.5669467
	14:30	135.6216513	112.421405	234.2324045
	14:45	130.268165	158.2052965	222.5596933
	15:00	130.268165	172.0031817	235.7887659
	15:15	127.294006	157.8917082	250.5742001
	15:30	129.3759173	147.5432944	245.9051156
	15:45	129.9707491	148.3272651	243.5705734
	16:00	129.0785014	150.9927657	228.7851392
	16:15	126.1043424	155.3830019	181.3161137
	16:30	125.5095106	148.9544417	87.15624352
	16:45	124.6172629	134.0589976	81.7089783
	17:00	125.2120947	110.8534635	74.70535159
	17:15	124.319847	104.7384917	74.70535159
	17:30	123.1301834	105.2088741	63.81082115
	17:45	128.4836696	102.3865794	56.80719444
	18:00	127.8888378	105.3656683	48.24720623
	18:15	120.7508562	103.6409326	40.46539878
	18:30	126.9965901	99.40749059	37.35267579
	18:45	125.5095106	101.4458145	35.7963143
	19:00	122.8327675	102.2297853	33.46177207
	19:15	124.319847	100.8186379	31.90541057
	19:30	126.6991742	103.9545209	33.46177207
	19:45	126.1043424	84.04166397	31.90541057
	20:00	126.6991742	79.80822194	31.90541057
	20:15	128.1862537	99.25069644	32.68359132
	20:30	125.5095106	102.8569619	31.12722983
	20:45	134.1345718	104.8952858	36.57449505
	21:00	127.5914219	113.6757582	38.90903729
	21:15	128.1862537	115.4004938	40.46539878
	21:30	130.8629969	112.7349933	42.02176027
	21:45	126.6991742	113.6757582	38.90903729
	22:00	132.0526605	112.421405	40.46539878
	22:15	134.1345718	100.3482555	37.35267579
	22:30	139.488058	64.44239532	38.13085654
	22:45	144.2467124	46.72465646	37.35267579
	23:00	139.1906421	42.17762613	38.13085654
	23:15	143.6518806	41.70724369	39.68721803
	23:30	143.0570488	39.98250804	36.57449505
	23:45	142.1648011	37.00341921	36.57449505
	00:00	136.8113149	34.65150697	37.35267579
24.04.2010	00:15	143.3544647	33.86753623	37.35267579
	00:30	126.9965901	33.86753623	36.57449505
	00:45	121.6431039	33.71074208	37.35267579
	01:00	122.8327675	32.76997718	35.01813356
	01:15	118.6689449	31.20203569	34.23995281
	01:30	119.2637767	30.57485909	35.7963143
	01:45	121.345688	30.88844739	35.01813356
	02:00	123.1301834	30.26127079	37.35267579
	02:15	125.8069265	30.88844739	36.57449505
	02:30	135.0268195	30.88844739	38.13085654
	02:45	127.5914219	30.41806494	40.46539878
	03:00	123.1301834	30.88844739	35.7963143
	03:15	121.6431039	31.82921229	36.57449505
	03:30	122.2379357	35.43547772	34.23995281
	03:45	125.8069265	31.67241814	35.01813356
	04:00	125.2120947	29.9476825	35.7963143
	04:15	125.5095106	30.41806494	42.02176027
	04:30	127.5914219	30.26127079	41.24357952
	04:45	115.099954	30.57485909	41.24357952
	05:00	107.0697247	30.41806494	43.57812176
	05:15	111.8283791	34.65150697	43.57812176
	05:30	110.9361314	30.57485909	46.69084474
	05:45	105.2852293	90.62701823	45.13448325
	06:00	112.7206268	101.1322262	48.24720623
	06:15	107.6645565	126.6896725	41.24357952
	06:30	107.3671406	138.1356454	35.7963143
	06:45	108.2593883	137.5084688	34.23995281
	07:00	109.4490519	139.0764103	28.79268759
	07:15	108.5568042	138.4492337	28.01450685
	07:30	105.2852293	138.1356454	28.01450685
	07:45	112.4232109	148.3272651	29.57086834
	08:00	108.8542201	141.898705	28.79268759
	08:15	110.0438837	147.5432944	28.01450685
	08:30	110.6387155	146.9161178	27.2363261
	08:45	110.3412996	144.2506173	26.45814535
	09:00	109.7464678	141.1147343	26.45814535
	09:15	114.5051222	150.8359715	27.2363261
	09:30	111.2335473	149.5816183	27.2363261
	09:45	111.2335473	108.6583454	31.12722983
	10:00	111.8283791	105.9928449	33.46177207
	10:15	110.6387155	139.8603811	36.57449505
	10:30	113.3154586	141.898705	37.35267579
	10:45	112.4232109	134.0589976	38.13085654
	11:00	112.7206268	161.811562	33.46177207
	11:15	113.6128745	148.0136768	35.01813356
	11:30	109.4490519	167.142563	38.90903729
	11:45	112.4232109	164.3202684	33.46177207
	12:00	109.7464678	154.1286487	31.12722983
	12:15	110.6387155	157.5781199	31.90541057
	12:30	110.3412996	150.2087949	31.90541057
	12:45	112.7206268	139.5467928	30.34904908
	13:00	112.4232109	136.7244981	31.90541057
	13:15	116.8844495	132.8046444	28.01450685
	13:30	116.8844495	67.26469	30.34904908
	13:45	117.4792813	18.97209205	28.79268759
	14:00	142.7596329	14.58185588	28.79268759
	14:15	129.0785014	12.85712023	30.34904908
	14:30	114.5051222	13.01391438	28.01450685
	14:45	113.0180427	13.64109098	28.79268759
	15:00	111.8283791	12.54353194	26.45814535
	15:15	114.2077063	12.70032608	25.67996461
	15:30	115.099954	17.56094471	28.01450685
	15:45	115.6947859	13.17070853	27.2363261
	16:00	121.0482721	12.07314949	26.45814535
	16:15	121.345688	11.60276704	27.2363261
	16:30	119.2637767	10.97559044	27.2363261
	16:45	116.2896177	10.505208	28.01450685
	17:00	118.371529	11.13238459	26.45814535
	17:15	117.7766972	10.34841385	25.67996461
	17:30	116.5870336	10.03482555	26.45814535
	17:45	116.2896177	10.1916197	24.90178386
	18:00	117.4792813	10.1916197	26.45814535
	18:15	118.6689449	11.28917874	26.45814535
	18:30	121.0482721	10.34841385	28.01450685
	18:45	115.9922018	10.34841385	28.01450685
	19:00	115.6947859	10.03482555	29.57086834
	19:15	116.2896177	10.34841385	26.45814535
	19:30	116.8844495	10.81879629	26.45814535
	19:45	113.3154586	10.66200215	29.57086834
	20:00	117.7766972	10.66200215	29.57086834
	20:15	118.371529	10.03482555	33.46177207
	20:30	120.1560244	10.505208	28.01450685
	20:45	120.1560244	11.60276704	35.01813356
	21:00	114.8025381	14.26826758	37.35267579
	21:15	117.1818654	15.05223832	39.68721803
	21:30	117.4792813	15.20903247	45.13448325
	21:45	117.7766972	15.67941492	40.46539878
	22:00	115.39737	15.36582662	40.46539878
	22:15	115.39737	15.36582662	40.46539878
	22:30	119.2637767	15.20903247	41.24357952
	22:45	124.9146788	15.20903247	38.90903729
	23:00	122.2379357	17.09056226	39.68721803
	23:15	116.2896177	15.36582662	40.46539878
	23:30	118.6689449	15.05223832	42.79994101
	23:45	119.2637767	17.56094471	42.79994101
	00:00	131.1604128	21.01041599	40.46539878
25.04.2010	00:15	125.2120947	15.83620907	42.02176027
	00:30	129.6733332	16.62017981	42.02176027
	00:45	123.1301834	17.24735641	41.24357952
	01:00	121.0482721	16.77697396	38.13085654
	01:15	121.0482721	17.24735641	37.35267579
	01:30	126.6991742	16.93376811	38.90903729
	01:45	122.8327675	17.24735641	35.7963143
	02:00	123.4275993	16.14979737	36.57449505
	02:15	126.1043424	15.36582662	35.01813356
	02:30	121.6431039	15.52262077	35.7963143
	02:45	121.0482721	17.40415056	37.35267579
	03:00	120.7508562	20.54003354	37.35267579
	03:15	119.2637767	16.14979737	39.68721803
	03:30	121.0482721	14.73865002	37.35267579
	03:45	121.345688	15.52262077	38.13085654
	04:00	115.6947859	15.05223832	36.57449505
	04:15	118.6689449	15.05223832	42.79994101
	04:30	111.5309632	14.89544417	43.57812176
	04:45	114.2077063	14.89544417	45.13448325
	05:00	110.9361314	15.20903247	49.02538698
	05:15	105.8800611	15.05223832	45.13448325
	05:30	113.9102904	15.52262077	43.57812176
	05:45	115.9922018	15.05223832	43.57812176
	06:00	110.3412996	15.52262077	44.35630251
	06:15	111.2335473	14.11147343	39.68721803
	06:30	110.3412996	12.70032608	35.7963143
	06:45	106.177477	12.54353194	31.90541057
	07:00	103.7981498	12.54353194	25.67996461
	07:15	94.28084091	12.22994364	26.45814535
	07:30	91.00926599	11.60276704	27.2363261
	07:45	88.62993878	12.07314949	29.57086834
	08:00	81.78937303	11.44597289	26.45814535
	08:15	82.38420484	12.54353194	24.90178386
	08:30	91.30668189	12.54353194	27.2363261
	08:45	89.52218648	10.81879629	24.90178386
	09:00	84.46611615	9.878031399	27.2363261
	09:15	84.16870025	9.878031399	28.01450685
	09:30	86.84544337	10.34841385	25.67996461
	09:45	80.89712533	10.66200215	24.90178386
	10:00	86.25061156	10.505208	30.34904908
	10:15	82.68162074	10.505208	28.79268759
	10:30	86.25061156	10.03482555	25.67996461
	10:45	81.19454123	14.89544417	24.90178386
	11:00	88.92735468	12.22994364	26.45814535
	11:15	89.52218648	9.878031399	27.2363261
	11:30	96.95758403	10.66200215	27.2363261
	11:45	106.7723088	10.505208	26.45814535
	12:00	98.74207944	10.505208	26.45814535
	12:15	99.33691125	10.81879629	24.90178386
	12:30	100.229159	10.1916197	26.45814535
	12:45	107.9619724	10.34841385	26.45814535
	13:00	109.7464678	10.97559044	26.45814535
	13:15	102.3110703	10.81879629	27.2363261
	13:30	104.0955657	10.1916197	29.57086834
	13:45	96.66016813	10.505208	29.57086834
	14:00	100.8239908	9.878031399	27.2363261
	14:15	102.3110703	10.03482555	25.67996461
	14:30	97.55241584	10.505208	25.67996461
	14:45	94.57825682	10.81879629	25.67996461
	15:00	90.11701829	10.505208	27.2363261
	15:15	88.92735468	13.79788513	24.90178386
	15:30	82.38420484	13.17070853	25.67996461
	15:45	77.62555041	10.505208	27.2363261
	16:00	75.24622319	10.81879629	27.2363261
	16:15	80.00487762	10.66200215	25.67996461
	16:30	75.54363909	11.28917874	26.45814535
	16:45	82.68162074	11.28917874	25.67996461
	17:00	77.92296631	11.44597289	25.67996461
	17:15	71.08240056	11.44597289	27.2363261
	17:30	96.06533633	11.28917874	25.67996461
	17:45	90.71185009	11.28917874	26.45814535
	18:00	85.35836386	11.13238459	27.2363261
	18:15	83.57386844	11.91635534	25.67996461
	18:30	86.25061156	10.1916197	25.67996461
	18:45	84.46611615	10.34841385	27.2363261
	19:00	84.46611615	10.505208	27.2363261
	19:15	83.87128435	10.1916197	26.45814535
	19:30	80.30229352	10.66200215	28.01450685
	19:45	77.3281345	10.1916197	27.2363261
	20:00	82.68162074	10.1916197	26.45814535
	20:15	81.78937303	10.81879629	25.67996461
	20:30	85.95319566	11.44597289	30.34904908
	20:45	88.62993878	11.44597289	35.01813356
	21:00	91.30668189	12.70032608	34.23995281
	21:15	84.76353205	13.32750268	41.24357952
	21:30	85.06094795	13.95467928	42.79994101
	21:45	83.27645254	13.95467928	38.13085654
	22:00	85.35836386	14.26826758	38.90903729
	22:15	82.68162074	13.95467928	38.90903729
	22:30	95.17308862	13.17070853	41.24357952
	22:45	92.4963455	13.32750268	38.90903729
	23:00	95.47050452	15.99300322	37.35267579
	23:15	94.57825682	17.40415056	39.68721803
	23:30	96.95758403	13.32750268	37.35267579
	23:45	95.47050452	13.17070853	38.13085654
	00:00	95.76792042	13.48429683	37.35267579
26.04.2010	00:15	93.98342501	13.95467928	38.90903729
	00:30	93.98342501	13.48429683	37.35267579
	00:45	97.84983174	13.32750268	38.13085654
	01:00	97.55241584	13.64109098	35.7963143
	01:15	104.6903975	13.48429683	36.57449505
	01:30	112.125795	13.64109098	35.7963143
	01:45	106.177477	13.48429683	36.57449505
	02:00	99.03949534	13.32750268	35.01813356
	02:15	99.93174305	14.42506173	35.01813356
	02:30	96.95758403	13.95467928	37.35267579
	02:45	90.41443419	13.79788513	37.35267579
	03:00	92.4963455	14.58185588	35.7963143
	03:15	93.09117731	15.20903247	35.7963143
	03:30	98.44466354	17.87453301	35.7963143
	03:45	100.229159	14.89544417	39.68721803
	04:00	119.2637767	13.32750268	38.90903729
	04:15	126.6991742	13.79788513	42.79994101
	04:30	131.4578287	14.58185588	44.35630251
	04:45	128.1862537	14.89544417	42.79994101
	05:00	120.7508562	62.87445383	42.79994101
	05:15	121.345688	79.65142779	43.57812176
	05:30	130.268165	84.35525227	82.48715904
	05:45	121.9405198	96.5851959	185.2070175
	06:00	122.5353516	108.9719337	185.2070175
	06:15	125.8069265	156.0101784	181.3161137
	06:30	127.294006	206.027512	181.3161137
	06:45	122.8327675	214.8079844	182.8724752
	07:00	144.5441283	201.1668934	197.6579094
	07:15	151.3846941	201.79407	222.5596933
	07:30	146.3286238	237.3863419	222.5596933
	07:45	146.0312079	246.950785	231.8978622
	08:00	146.3286238	242.2469605	233.4542237
	08:15	149.3027828	254.7904924	207.7742591
	08:30	142.7596329	257.9263754	208.5524398
	08:45	152.8717736	248.5187265	210.8869821
	09:00	157.3330121	240.9926073	228.0069585
	09:15	153.1691895	244.7556669	235.7887659
	09:30	160.3071711	256.8288164	213.2215243
	09:45	159.1175075	174.8254764	207.7742591
	10:00	146.0312079	156.4805609	201.5488131
	10:15	138.2983944	239.8950483	192.2106442
	10:30	141.5699693	269.05876	192.9888249
	10:45	143.3544647	254.6336983	196.8797287
	11:00	140.6777216	257.9263754	196.1015479
	11:15	135.0268195	254.4769041	199.2142709
	11:30	133.53974	258.553552	210.1088013
	11:45	149.6001987	238.6406951	217.8906088
	12:00	150.7898623	247.1075791	210.1088013
	12:15	150.4924464	258.553552	205.4397169
	12:30	133.8371559	243.9716961	200.7706324
	12:45	134.1345718	253.3793451	202.3269939
	13:00	150.1950305	256.0448456	195.3233672
	13:15	149.8976146	251.184227	192.2106442
	13:30	142.7596329	241.4629898	193.7670057
	13:45	154.656269	234.7208413	199.2142709
	14:00	151.68211	201.6372759	213.2215243
	14:15	146.0312079	194.2679509	210.8869821
	14:30	141.8673852	187.3690083	210.8869821
	14:45	128.4836696	188.152979	215.5560666
	15:00	138.0009785	183.6059487	228.0069585
	15:15	138.0009785	182.821978	261.4687306
	15:30	134.7294036	184.7035078	252.1305616
	15:45	133.2423241	184.5467136	247.4614771
	16:00	132.9449082	187.6825966	245.1269349
	16:15	134.4319877	181.8812131	229.56332
	16:30	147.5182874	176.0798295	221.0033318
	16:45	149.0053669	178.1181535	214.7778858
	17:00	150.1950305	181.5676248	209.3306206
	17:15	145.7337919	179.9996833	173.5343063
	17:30	147.2208715	181.5676248	64.58900189
	17:45	149.3027828	140.6443518	57.58537518
	18:00	135.6216513	138.4492337	49.80356773
	18:15	127.5914219	177.9613593	45.912664
	18:30	126.6991742	187.9961849	40.46539878
	18:45	130.8629969	188.4665673	35.7963143
	19:00	141.2725534	182.1948014	33.46177207
	19:15	140.3803057	181.2540365	31.12722983
	19:30	132.3500764	175.9230354	31.12722983
	19:45	128.1862537	172.9439466	31.12722983
	20:00	124.9146788	177.0205944	33.46177207
	20:15	122.2379357	173.7279173	31.12722983
	20:30	118.9663608	176.3934178	28.79268759
	20:45	112.4232109	171.3760051	34.23995281
	21:00	120.4534403	178.2749476	36.57449505
	21:15	113.0180427	179.686095	38.13085654
	21:30	124.9146788	173.8847115	45.13448325
	21:45	123.1301834	146.7593236	38.90903729
	22:00	125.8069265	133.431821	38.13085654
	22:15	121.9405198	130.295938	37.35267579
	22:30	124.6172629	130.7663204	38.13085654
	22:45	130.8629969	130.4527321	38.90903729
	23:00	124.6172629	126.5328784	38.90903729
	23:15	133.53974	124.3377603	38.13085654
	23:30	129.0785014	128.5712023	38.13085654
	23:45	135.0268195	129.3551731	40.46539878
	00:00	134.7294036	129.0415848	39.68721803
27.04.2010	00:15	131.1604128	125.1217311	38.13085654
	00:30	122.8327675	125.7489077	37.35267579
	00:45	128.1862537	125.7489077	38.90903729
	01:00	126.1043424	121.3586715	35.01813356
	01:15	119.2637767	125.4353194	35.7963143
	01:30	125.8069265	124.9649369	35.7963143
	01:45	126.1043424	119.0067592	38.13085654
	02:00	129.9707491	122.2994364	36.57449505
	02:15	125.5095106	108.9719337	34.23995281
	02:30	122.2379357	101.1322262	35.7963143
	02:45	128.1862537	111.0102576	36.57449505
	03:00	130.8629969	118.2227885	38.90903729
	03:15	124.0224311	105.8360507	38.13085654
	03:30	125.2120947	116.0276704	34.23995281
	03:45	124.0224311	115.4004938	34.23995281
	04:00	128.1862537	109.9126986	35.7963143
	04:15	129.0785014	112.8917874	42.79994101
	04:30	126.4017583	111.9510225	43.57812176
	04:45	132.9449082	110.5398752	45.13448325
	05:00	128.1862537	120.888289	45.13448325
	05:15	129.6733332	116.9684353	44.35630251
	05:30	127.8888378	126.6896725	83.26533979
	05:45	123.7250152	157.1077375	186.763379
	06:00	122.5353516	163.0659152	186.763379
	06:15	124.9146788	201.0100993	189.876102
	06:30	124.9146788	218.7278381	186.763379
	06:45	133.53974	241.3061956	185.2070175
	07:00	145.7337919	240.2086366	193.7670057
	07:15	146.6260397	229.8602227	242.0142119
	07:30	145.7337919	214.6511902	231.1196815
	07:45	137.4061467	220.6093679	213.9997051
	08:00	138.8932262	241.7765781	205.4397169
	08:15	137.4061467	232.3689291	238.9014889
	08:30	140.9751375	233.4664882	233.4542237
	08:45	134.7294036	230.173811	238.1233082
	09:00	129.3759173	224.8428099	245.1269349
	09:15	125.8069265	214.3376019	234.2324045
	09:30	134.1345718	218.2574557	192.2106442
	09:45	115.9922018	160.2436205	196.8797287
	10:00	113.9102904	148.7976476	199.9924516
	10:15	103.5007339	217.1598966	191.4324634
	10:30	113.9102904	234.8776355	189.876102
	10:45	104.9878134	243.0309313	186.763379
	11:00	126.1043424	240.2086366	190.6542827
	11:15	133.8371559	241.1494015	199.9924516
	11:30	114.5051222	235.8184004	189.0979212
	11:45	122.2379357	232.9961057	203.1051746
	12:00	132.3500764	219.8253972	208.5524398
	12:15	133.53974	211.201719	196.1015479
	12:30	126.6991742	219.1982206	192.9888249
	12:45	120.7508562	248.2051382	191.4324634
	13:00	121.345688	246.6371967	194.5451864
	13:15	129.9707491	233.4664882	221.7815125
	13:30	124.0224311	213.8672195	224.1160548
	13:45	123.7250152	232.212135	219.4469703
	14:00	127.5914219	187.5258024	232.676043
	14:15	130.268165	178.7453301	230.3415007
	14:30	145.7337919	176.3934178	216.3342473
	14:45	139.1906421	165.8882098	212.4433436
	15:00	142.7596329	166.8289747	228.0069585
	15:15	139.7854739	153.0310896	263.8032728
	15:30	135.0268195	152.2471189	255.2432846
	15:45	132.6474923	152.403913	256.0214653
	16:00	131.4578287	160.7140029	249.7960194
	16:15	131.1604128	161.9683561	237.3451274
	16:30	123.7250152	161.811562	220.225151
	16:45	121.9405198	155.6965902	213.2215243
	17:00	134.1345718	156.9509433	205.4397169
	17:15	131.4578287	156.7941492	201.5488131
	17:30	127.294006	156.7941492	139.2943535
	17:45	126.4017583	129.8255555	61.47627891
	18:00	121.0482721	128.5712023	57.58537518
	18:15	107.3671406	160.2436205	50.58174847
	18:30	99.33691125	170.7488285	47.46902549
	18:45	115.6947859	170.4352402	44.35630251
	19:00	119.2637767	165.2610333	39.68721803
	19:15	128.1862537	164.4770625	35.7963143
	19:30	126.1043424	165.5746215	35.7963143
	19:45	122.8327675	167.142563	32.68359132
	20:00	114.2077063	164.3202684	28.01450685
	20:15	112.4232109	158.2052965	28.01450685
	20:30	112.7206268	155.6965902	28.79268759
	20:45	109.7464678	154.2854428	35.01813356
	21:00	107.6645565	159.773238	40.46539878
	21:15	141.8673852	150.3655891	40.46539878
	21:30	136.2164831	153.5014721	45.13448325
	21:45	121.0482721	138.2924396	42.79994101
	22:00	107.9619724	135.3133508	41.24357952
	22:15	111.8283791	127.7872316	42.02176027
	22:30	116.5870336	129.3551731	41.24357952
	22:45	114.5051222	132.4910561	39.68721803
	23:00	120.7508562	131.393497	38.13085654
	23:15	115.9922018	130.1391438	38.13085654
	23:30	119.8586085	129.3551731	36.57449505
	23:45	107.0697247	131.393497	38.13085654
	00:00	107.0697247	130.6095263	38.90903729
28.04.2010	00:15	108.8542201	129.0415848	38.13085654
	00:30	110.6387155	125.4353194	38.90903729
	00:45	116.8844495	125.4353194	38.13085654
	01:00	119.5611926	124.024172	38.90903729
	01:15	113.9102904	126.8464667	37.35267579
	01:30	121.0482721	127.0032608	38.13085654
	01:45	128.7810855	127.9440257	35.7963143
	02:00	123.4275993	123.3969954	35.01813356
	02:15	125.2120947	106.9336098	38.13085654
	02:30	123.1301834	104.8952858	36.57449505
	02:45	125.8069265	115.0869055	37.35267579
	03:00	132.3500764	117.9092002	35.7963143
	03:15	130.8629969	114.4597289	37.35267579
	03:30	129.6733332	117.2820236	36.57449505
	03:45	135.0268195	120.2611124	35.01813356
	04:00	126.4017583	118.8499651	36.57449505
	04:15	121.6431039	122.1426422	42.79994101
	04:30	124.319847	114.6165231	45.13448325
	04:45	120.1560244	116.654847	44.35630251
	05:00	124.319847	121.8290539	45.13448325
	05:15	132.6474923	128.5712023	45.13448325
	05:30	122.2379357	138.762822	84.82170128
	05:45	127.5914219	145.1913822	186.763379
	06:00	113.6128745	137.9788513	185.9851982
	06:15	112.4232109	188.9369498	180.537933
	06:30	129.0785014	218.4142498	183.650656
	06:45	135.6216513	214.4943961	184.4288367
	07:00	134.1345718	213.5536312	185.9851982
	07:15	151.68211	214.8079844	229.56332
	07:30	154.0614372	213.3968371	201.5488131
	07:45	147.2208715	213.3968371	195.3233672
	08:00	147.2208715	203.3620115	207.7742591
	08:15	145.436376	207.5954535	217.1124281
	08:30	150.7898623	226.5675456	213.9997051
	08:45	150.4924464	234.2504589	202.3269939
	09:00	154.9536849	238.3271068	215.5560666
	09:15	151.68211	244.7556669	196.8797287
	09:30	150.1950305	228.7626637	196.8797287
	09:45	144.2467124	149.1112359	192.2106442
	10:00	126.4017583	144.2506173	186.763379
	10:15	128.4836696	214.4943961	186.763379
	10:30	144.5441283	230.4873993	183.650656
	10:45	142.462217	237.2295477	179.7597523
	11:00	130.5655809	243.814902	190.6542827
	11:15	138.0009785	243.1877254	192.2106442
	11:30	135.3242354	238.3271068	190.6542827
	11:45	126.1043424	205.5571296	204.6615361
	12:00	126.1043424	209.7905716	206.2178976
	12:15	129.0785014	214.1808078	197.6579094
	12:30	135.0268195	226.5675456	188.3197405
	12:45	122.2379357	253.5361392	187.5415597
	13:00	151.68211	221.0797504	188.3197405
	13:15	138.0009785	226.7243397	192.9888249
	13:30	146.9234556	246.1668142	189.876102
	13:45	146.6260397	240.9926073	190.6542827
	14:00	144.5441283	206.1843062	206.2178976
	14:15	131.4578287	183.1355663	211.6651628
	14:30	143.3544647	185.3306843	217.8906088
	14:45	139.7854739	177.8045652	217.1124281
	15:00	143.9492965	180.6268599	227.2287777
	15:15	147.5182874	178.9021242	249.7960194
	15:30	142.462217	174.0415056	236.5669467
	15:45	140.3803057	176.0798295	234.2324045
	16:00	146.9234556	176.7070061	230.3415007
	16:15	142.462217	166.3585923	224.1160548
	16:30	142.1648011	169.0240928	221.7815125
	16:45	134.4319877	169.6512694	217.8906088
	17:00	132.9449082	165.7314157	212.4433436
	17:15	132.9449082	165.5746215	211.6651628
	17:30	136.2164831	157.4213258	126.0652808
