1;0;0.99440;0.00498;0.00062;0.00000;0.00000;0.00000;0.00000
1;1;0.25685;0.72945;0.01370;0.00000;0.00000;0.00000;0.00000
1;2;0.06034;0.21552;0.72414;0.00000;0.00000;0.00000;0.00000
1;3;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
1;4;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
1;5;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
1;6;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
2;0;0.99286;0.00714;0.00000;0.00000;0.00000;0.00000;0.00000
2;1;0.21951;0.77236;0.00813;0.00000;0.00000;0.00000;0.00000
2;2;0.06742;0.15730;0.77528;0.00000;0.00000;0.00000;0.00000
2;3;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
2;4;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
2;5;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
2;6;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
3;0;0.99422;0.00578;0.00000;0.00000;0.00000;0.00000;0.00000
3;1;0.25463;0.73148;0.01389;0.00000;0.00000;0.00000;0.00000
3;2;0.04225;0.21127;0.74648;0.00000;0.00000;0.00000;0.00000
3;3;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
3;4;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
3;5;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
3;6;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
4;0;0.99268;0.00675;0.00056;0.00000;0.00000;0.00000;0.00000
4;1;0.21858;0.77596;0.00546;0.00000;0.00000;0.00000;0.00000
4;2;0.05357;0.16071;0.78571;0.00000;0.00000;0.00000;0.00000
4;3;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
4;4;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
4;5;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
4;6;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
5;0;0.99391;0.00553;0.00055;0.00000;0.00000;0.00000;0.00000
5;1;0.18405;0.80982;0.00613;0.00000;0.00000;0.00000;0.00000
5;2;0.13043;0.13043;0.73913;0.00000;0.00000;0.00000;0.00000
5;3;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
5;4;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
5;5;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
5;6;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
6;0;0.99072;0.00819;0.00109;0.00000;0.00000;0.00000;0.00000
